full_name,entity_type,practice_areas,office_address,city,phone,website,guide_code,guide_practice_label,rank_tier,rank_label_raw,rank_year,source_url,notes
מיתר | עורכי דין,firm,בלוקציין ומטבעות קריפטוגרפים,,,,,G1,בלוקציין ומטבעות קריפטוגרפים,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/בלוקציין_ומטבעות__קריפטוגרפים,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
"עמית, פולק, מטלון",firm,בלוקציין ומטבעות קריפטוגרפים,,,,,G1,בלוקציין ומטבעות קריפטוגרפים,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/בלוקציין_ומטבעות__קריפטוגרפים,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
פישר (.FBC & Co),firm,בלוקציין ומטבעות קריפטוגרפים,,,,,G1,בלוקציין ומטבעות קריפטוגרפים,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/בלוקציין_ומטבעות__קריפטוגרפים,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
ציוני פילרסדורף פיליפ עורכי דין,firm,בלוקציין ומטבעות קריפטוגרפים,,,,,G1,בלוקציין ומטבעות קריפטוגרפים,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/בלוקציין_ומטבעות__קריפטוגרפים,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
שבלת ושות',firm,בלוקציין ומטבעות קריפטוגרפים,,,,,G1,בלוקציין ומטבעות קריפטוגרפים,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/בלוקציין_ומטבעות__קריפטוגרפים,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
"אייזנברג, שנער ושות' - עורכי דין",firm,בלוקציין ומטבעות קריפטוגרפים,,,,,G1,בלוקציין ומטבעות קריפטוגרפים,2,בולטים,2026,https://www.duns100.co.il/rating/עורכי_דין/בלוקציין_ומטבעות__קריפטוגרפים,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
ברכה ושות' - בוטיק מיסים,firm,בלוקציין ומטבעות קריפטוגרפים,,,,,G1,בלוקציין ומטבעות קריפטוגרפים,2,בולטים,2026,https://www.duns100.co.il/rating/עורכי_דין/בלוקציין_ומטבעות__קריפטוגרפים,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
"מרדכי - חסקל, משרד עורכי דין",firm,בלוקציין ומטבעות קריפטוגרפים,,,,,G1,בלוקציין ומטבעות קריפטוגרפים,2,בולטים,2026,https://www.duns100.co.il/rating/עורכי_דין/בלוקציין_ומטבעות__קריפטוגרפים,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
פירון משרד עורכי דין,firm,בלוקציין ומטבעות קריפטוגרפים,,,,,G1,בלוקציין ומטבעות קריפטוגרפים,2,בולטים,2026,https://www.duns100.co.il/rating/עורכי_דין/בלוקציין_ומטבעות__קריפטוגרפים,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
אליהו מלך ושות' - חברת עורכי דין,firm,גבייה והוצאה לפועל,,,,,G1,גבייה והוצאה לפועל,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
אריה חגי - עורכי דין,firm,גבייה והוצאה לפועל,,,,,G1,גבייה והוצאה לפועל,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
"ארנון, תדמור-לוי",firm,גבייה והוצאה לפועל,,,,,G1,גבייה והוצאה לפועל,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
"גלר, האן - מרקוביץ, פרג, שוואב, זיו, דנן ושות' - עו""ד",firm,גבייה והוצאה לפועל,,,,,G1,גבייה והוצאה לפועל,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
חן פישר משרד עורכי דין (2002),firm,גבייה והוצאה לפועל,,,,,G1,גבייה והוצאה לפועל,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
יונתן סונדרס חברת עורכי דין,firm,גבייה והוצאה לפועל,,,,,G1,גבייה והוצאה לפועל,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
"ל. סנדה, להב ושות' - חברת עורכי דין",firm,גבייה והוצאה לפועל,,,,,G1,גבייה והוצאה לפועל,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
"סנדרוביץ, רינקוב ושות', עורכי-דין",firm,גבייה והוצאה לפועל,,,,,G1,גבייה והוצאה לפועל,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
רד - חברת עורכי דין,firm,גבייה והוצאה לפועל,,,,,G1,גבייה והוצאה לפועל,1,מובילים,2026,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
יוסף ישורון ושות' עורכי דין,firm,גבייה והוצאה לפועל,,,,,G1,גבייה והוצאה לפועל,2,בולטים,2026,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
נאמן זקן ושות',firm,גבייה והוצאה לפועל,,,,,G1,גבייה והוצאה לפועל,2,בולטים,2026,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
עורכי דין יוסף ויצמן,firm,גבייה והוצאה לפועל,,,,,G1,גבייה והוצאה לפועל,2,בולטים,2026,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
פודורובסקי - משרד עורכי דין ונוטריון,firm,גבייה והוצאה לפועל,,,,,G1,גבייה והוצאה לפועל,2,בולטים,2026,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
"אבי מאיר, מוטי שטינדל ושות' -חברת עורכי דין",firm,גבייה והוצאה לפועל,,,,,G1,גבייה והוצאה לפועל,3,ידועים,2026,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
"איילת זקן, עורכת דין",firm,גבייה והוצאה לפועל,,,,,G1,גבייה והוצאה לפועל,3,ידועים,2026,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
"אלעד ואתי מאור, משרד עורכי דין",firm,גבייה והוצאה לפועל,,,,,G1,גבייה והוצאה לפועל,3,ידועים,2026,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
"ארביב-פרץ, חברת עורכי דין",firm,גבייה והוצאה לפועל,,,,,G1,גבייה והוצאה לפועל,3,ידועים,2026,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
"בן יאיר, וגנר, רזניק - עורכי דין ונוטריון",firm,גבייה והוצאה לפועל,,,,,G1,גבייה והוצאה לפועל,3,ידועים,2026,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
ברדוגו שלומי- משרד עורכי דין,firm,גבייה והוצאה לפועל,,,,,G1,גבייה והוצאה לפועל,3,ידועים,2026,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
גיל אפרתי ושות'- משרד עורכי דין,firm,גבייה והוצאה לפועל,,,,,G1,גבייה והוצאה לפועל,3,ידועים,2026,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
גלעד ברמן - עורכי דין,firm,גבייה והוצאה לפועל,,,,,G1,גבייה והוצאה לפועל,3,ידועים,2026,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page"
