tier,id,type,url,title_db,yoast_title_override,meta_description,practice_area,word_count_est,created,last_modified,impressions_90d,clicks_90d,avg_position
2-low-traffic,20213,page,https://jus-tice.co.il/divorce-agreement/,"הסכם גירושין: מדריך מלא: מה כולל, עלות ואיך עושים","הסכם גירושין | מדריך מלא: מה כולל, עלות ואיך עושים | Jus-Tice",,,1070,2026-05-22,2026-07-12,1227,3,38.6
2-low-traffic,12179,articles,https://jus-tice.co.il/guide-tax-calculator-updated-2025/,מדריך החזרי מס 2025 + מחשבון מעודכן,,,מיסים,34007,2025-03-06,2026-07-02,1180,1,14.2
2-low-traffic,9752,articles,https://jus-tice.co.il/romanian-passport/,דרכון רומני | קבלת אזרחות רומנית,,,עורך דין,9056,2023-08-06,2026-05-16,1096,2,39.7
2-low-traffic,9481,articles,https://jus-tice.co.il/golden-visa/,ויזת זהב | גולדן ויזה | תושבות ואזרחות באמצעות השקעה,,,עורך דין,9878,2023-05-20,2026-05-16,959,4,14.0
2-low-traffic,11857,articles,https://jus-tice.co.il/investing-in-greece-real-estate/,השקעות נדלן ביוון – מדריך מפורט למשקיע 2025 | תחזית 2026 יוון השקעות,,,"מקרקעין | נדל""ן",5786,2025-01-19,2026-05-16,952,1,38.2
2-low-traffic,10751,articles,https://jus-tice.co.il/israel-portugal-relations/,יחסי ישראל פורטוגל,,,פורטוגל,1359,2024-02-08,2026-05-16,944,1,6.6
2-low-traffic,9293,articles,https://jus-tice.co.il/usa-lawyers/,"עורך דין ארצות הברית | ייצוג משפטי עו""ד ישראלי בארה״ב | מומחיות בדין האמריקאי","עורך דין ארצות הברית | ייצוג משפטי עו""ד ישראלי בארה״ב | מומחיות בדין האמריקאי",,עורך דין,19582,2023-04-03,2026-05-16,902,2,21.5
2-low-traffic,3632,articles,https://jus-tice.co.il/sample-terms-and-conditions-template/,דוגמא לתקנון אתר,,,,9020,2021-06-03,2026-05-16,825,2,36.7
2-low-traffic,19257,articles,https://jus-tice.co.il/criminal-record-check/,תעודת יושר ואישור העדר רישום פלילי בישראל | מדריך מלא 2026,,,משפט פלילי,2306,2026-05-13,2026-05-15,815,1,44.5
2-low-traffic,6882,articles,https://jus-tice.co.il/police-crime-data-transparency-report-israel/,שקיפות ושיתוף הציבור בנתוני פשיעה ופעילות משטרה,,,פלילי פסקי דין חשובים,16605,2022-03-12,2026-05-22,788,3,9.2
2-low-traffic,6048,articles,https://jus-tice.co.il/regulations-insurance-1956/,"תקנות הביטוח הלאומי (קביעת דרגת נכות לנפגעי עבודה), תשט""ז-1956",,,דיני נזיקין,40253,2021-08-17,2026-05-16,761,1,13.9
2-low-traffic,9625,articles,https://jus-tice.co.il/murder-in-united-states-law/,"עבירת רצח ארצות הברית | עו""ד פלילי חוק ארה""ב",,,משפט פלילי,4732,2023-06-05,2026-05-18,729,4,9.4
2-low-traffic,10726,articles,https://jus-tice.co.il/immigration-to-portugal/,"רילוקיישן לפורטוגל | הגירה לפורטוגל | עו""ד מומלץ",הגירה לפורטוגל: ויזות ומסלולים לישראלים | Jus-Tice,,פורטוגל,11252,2024-02-05,2026-07-06,675,2,50.4
2-low-traffic,5310,articles,https://jus-tice.co.il/law-right-2007/,"חוק זכות יוצרים, התשס״ח-2007 המקורי עם הסברי הצעת החוק בכנסת",,,,44456,2021-06-14,2026-05-16,660,1,14.8
2-low-traffic,12386,articles,https://jus-tice.co.il/top-global-tax-cpa-firms/,"רואה חשבון מיסוי בינלאומי | חמש פירמות רו""ח מובילות בייעוץ מס בינלאומי",,,מיסים,16308,2025-03-26,2026-07-02,653,3,36.5
2-low-traffic,9359,articles,https://jus-tice.co.il/admission-to-practice-law/,להיות עורך דין: קבלה לעיסוק בעריכת דין,,,עורך דין,22546,2023-04-13,2026-05-16,630,1,15.4
2-low-traffic,10018,articles,https://jus-tice.co.il/digital-signature/,"חתימה דיגיטלית | עו""ד נוטריון אונליין",,,עורך דין,5841,2023-09-19,2026-05-16,598,2,43.8
2-low-traffic,20333,page,https://jus-tice.co.il/legal-aid-israel/,"סיוע משפטי חינם בישראל: מי זכאי, איך מגישים","סיוע משפטי חינם בישראל | מי זכאי, איך מגישים | Jus-Tice",,,281,2026-05-23,2026-07-12,573,2,31.5
2-low-traffic,9945,articles,https://jus-tice.co.il/spain-lawyers/,"עורך דין ספרד | עו""ד ישראלי בספרד",,,עורך דין,27171,2023-09-12,2026-05-16,570,4,12.2
2-low-traffic,12329,articles,https://jus-tice.co.il/fintech/,עורך דין פינטק | ייצוג משפטי בתחום טכנולוגיה פיננסית ופינטק,,,עורך דין,34495,2025-03-21,2026-05-17,527,2,14.5
2-low-traffic,10700,articles,https://jus-tice.co.il/taxation-in-portugal/,מיסוי בפורטוגל | כמה משלמים מסים פורטוגל,,,פורטוגל,3439,2024-02-03,2026-05-16,519,4,13.4
2-low-traffic,9050,articles,https://jus-tice.co.il/france-lawyers/,"עורך דין צרפת | עו""ד ישראלי בצרפת",,,עורך דין,59248,2023-03-27,2026-05-16,503,1,14.0
2-low-traffic,12365,articles,https://jus-tice.co.il/global-tax-consulting-services/,מיסוי בינלאומי | יועץ מס בינלאומי | ייעוץ וליווי עסקאות בינלאומיות,,,עורך דין,62632,2025-03-26,2026-07-02,500,1,17.3
2-low-traffic,5300,articles,https://jus-tice.co.il/copyright/,זכויות יוצרים | © Copyright,,,קניין רוחני,10973,2021-06-14,2026-05-16,489,1,40.5
2-low-traffic,12356,articles,https://jus-tice.co.il/tax-offenses-criminal-lawyer/,עורך דין פלילי מומחה בעבירות מס | מחירון שירותים 2025 + טבלת עונשים,,,עורך דין,20706,2025-03-25,2026-05-16,485,1,29.9
2-low-traffic,5602,articles,https://jus-tice.co.il/criminal-procedure-rights-investigation-israel/,תפקידו ודרכי עבודתו של עובד סוציאלי לעניין סדרי דין,,,,35776,2021-07-07,2026-05-22,462,4,11.7
2-low-traffic,12495,articles,https://jus-tice.co.il/fbi-cyber-division/,"יחידת ה-Cyber Division של ה-FBI | עו""ד סייבר",,,סייבר,39753,2025-05-14,2026-07-02,445,2,9.4
2-low-traffic,5392,articles,https://jus-tice.co.il/criminal-conviction-appeal-options-israel/,פלילי החזקת כלב מסוכן שתקף ללא רשיון הרשעה,,"מתן אפשרות לכלב מגזע מסוכן לצאת באופן חופשי מהחצר, הנאשם התרשל בנקיטת אמצעי זהירות בהשגחה על הכלב, וכי התרשלותו זו תרמה להתרחשותו של נשיכתה של המתלוננת בידי הכלב.",משפט פלילי,3724,2021-06-23,2026-05-22,430,3,5.1
2-low-traffic,12425,articles,https://jus-tice.co.il/economic-crimes-white-collar-lawyer/,עורך דין עבירות כלכליות וצווארון לבן | מהן עבירות כלכליות וצווארון לבן?,,,עורך דין,52819,2025-04-14,2026-05-17,426,3,15.6
2-low-traffic,12525,articles,https://jus-tice.co.il/ai-lawyer-ranking/,דירוג עורכי דין בינה מלאכותית AI | שנת 2025,,,עורך דין,26381,2025-05-26,2026-05-17,421,2,19.4
2-low-traffic,12028,articles,https://jus-tice.co.il/prenuptial-agreement-israel-guide-comprehensive-2025/,הסכם ממון בישראל: המדריך המקיף לשנת 2025,,,דיני משפחה,32410,2025-02-24,2026-07-02,418,1,50.0
2-low-traffic,12073,articles,https://jus-tice.co.il/criminal-offenses-lawyer-criminal-sentencing-process-arrest/,"עו""ד פלילי על סוגי עבירות פליליות | טבלת ענישה והליך המעצר | כמה עולה עורך דין מעצרים? מחירון 2025",,,עורך דין,23419,2025-03-01,2026-07-02,418,4,29.2
2-low-traffic,20211,page,https://jus-tice.co.il/criminal-defense-attorney/,"עורך דין פלילי מומלץ: השוואת עו""ד לפי ביקורות",עורך דין פלילי - ייעוץ וליווי משפטי | מדריך | Jus-Tice,"עורך דין פלילי: מדריך מלא להליך הפלילי בישראל. חקירה, מעצר, שימוע, כתב אישום, סגירת תיק ומחיקת רישום פלילי, עלויות ושאלות נפוצות.",,6578,2026-05-22,2026-07-12,382,1,66.6
2-low-traffic,12571,articles,https://jus-tice.co.il/bdi-coface/,BDI Coface,,,,32659,2025-05-29,2025-05-29,377,1,9.3
2-low-traffic,8362,articles,https://jus-tice.co.il/prenuptial-agreement-verdict-judge-cancellation-validity-27071-11-19/,"השופטת אורית בן דור ליבל: פס""ד בתובענה לביטול הסכם ממון שאושר וקיבל תוקף של פסק דין (תה""ס 27071-11-19)",,,פסקי דין חשובים,32105,2023-01-04,2026-05-16,368,4,7.7
2-low-traffic,7168,articles,https://jus-tice.co.il/legal-opinion-expert-house-6211-04-22/,"האם ניתן להציג חוות דעת פרטית למומחה שמונה מטעם בית המשפט? (רמ""ש 6211-04-22)",,,פסקי דין גירושין דיני משפחה 2022,6825,2022-05-19,2026-05-16,362,4,38.1
2-low-traffic,9501,articles,https://jus-tice.co.il/crime/,מה זה פשע? | עורך דין פשע פלילי,,,משפט פלילי,5028,2023-05-20,2026-05-16,356,1,17.7
2-low-traffic,10239,articles,https://jus-tice.co.il/avoiding-mistakes-when-buying-property-in-cyprus/,טעויות שיש להמנע מהן ברכישת נכס בקפריסין,,,"מקרקעין | נדל""ן",7624,2023-11-18,2026-05-16,352,4,7.0
2-low-traffic,7065,articles,https://jus-tice.co.il/rabbinical-court-request-regulations-46/,בקשה לגילוי מסמכים בהתאם להוראות סעיף 46 (א) לתקנות בית הדין לעבודה,,,דיני עבודה,4360,2022-05-11,2026-05-16,335,2,9.1
2-low-traffic,12162,articles,https://jus-tice.co.il/lawyer-signing-notary-price-list-2025/,חתימת עורך דין / נוטריון | חתימת מסמכים נוטריוניים ומשפטיים | מחירון 2025,,,עורך דין,36847,2025-03-05,2026-07-02,329,2,20.0
2-low-traffic,8142,articles,https://jus-tice.co.il/types-of-doctors-medical-specializations-israel/,מהם הסוגים השונים של רופאים?,,,עורך דין,2015,2022-11-30,2026-05-22,328,2,8.2
2-low-traffic,19267,articles,https://jus-tice.co.il/lahav-433-guide/,"להב 433 | היחידה הארצית לחקירות הונאה, שחיתות ופשיעה חמורה",,,משפט פלילי,1283,2026-05-13,2026-05-15,326,3,12.2
2-low-traffic,10214,articles,https://jus-tice.co.il/thailand-real-estate/,"איך קונים בית בתאילנד? | מדריך השקעות נדל""ן בתאילנד",,,"מקרקעין | נדל""ן",14638,2023-11-01,2026-05-16,320,2,10.7
2-low-traffic,12907,articles,https://jus-tice.co.il/criminal-prosecutions/,תביעות פלילי | ייצוג ולווי נאשמים,,,משפט פלילי,29968,2025-09-12,2026-07-02,315,4,17.4
2-low-traffic,20412,page,https://jus-tice.co.il/divorce-statistics-israel/,גירושין בישראל: נתונים ומספרים 2025,גירושין בישראל: נתונים ומספרים 2025 | Jus-Tice,,,342,2026-05-23,2026-07-12,315,3,12.4
2-low-traffic,9032,articles,https://jus-tice.co.il/hong-kong-lawyer/,"עורך דין בהונג קונג | עו""ד ישראלי בהונג קונג | משרד עורכי דין",,,עורך דין,49542,2023-03-25,2026-05-16,307,1,22.7
2-low-traffic,11778,articles,https://jus-tice.co.il/top-lawyers-for-israelis-china/,המדריך לבחירת עורכי הדין הטובים ביותר בסין: ייעוץ משפטי ליזמים וחברות ישראליות,,,עורך דין,10492,2025-01-11,2026-05-16,301,2,20.1
2-low-traffic,9992,articles,https://jus-tice.co.il/lease/,מהי חכירה? חכירה לעומת השכרה,,,"מקרקעין | נדל""ן",3686,2023-09-14,2026-05-16,296,3,22.6
2-low-traffic,3532,articles,https://jus-tice.co.il/free-affidavit-sample/,תצהיר מקוון (אונליין) | דוגמא לתצהיר חינם | טופס תצהיר,,,בית המשפט לענייני משפחה,1536,2021-05-30,2026-05-16,289,4,23.1
2-low-traffic,9459,articles,https://jus-tice.co.il/lawyer-international/,עורך דין משפט בינלאומי,,,עורך דין,15287,2023-05-18,2026-05-16,287,2,50.7
2-low-traffic,11774,articles,https://jus-tice.co.il/spouse-property-registration-guide/,קניית דירה על שם אחד מבני הזוג | רישום דירה על שם אחד מבני הזוג - כיצד לבצע נכון,,,דיני משפחה,6556,2025-01-11,2026-05-16,274,2,23.0
2-low-traffic,6044,articles,https://jus-tice.co.il/car-accident-personal-injury-judge-lawsuit-damages-31066-11-16/,"השופטת אורלי מור-אל: תביעה לתשלום פיצויים בשל נזקי גוף שנגרמו בשל תאונת דרכים (ת""א 31066-11-16)",,,דיני נזיקין,7213,2021-08-17,2026-05-16,271,1,38.2
2-low-traffic,7623,articles,https://jus-tice.co.il/judge-israel-wolt-35327-08-20/,"השופטת אריאלה גילצר כץ: תובענה ייצוגית נגד wolt וולט אנטרפריזס ישראל בע""מ (ת""צ 35327-08-20)",,,דיני עבודה,38361,2022-08-04,2026-05-16,271,3,8.3
2-low-traffic,8282,articles,https://jus-tice.co.il/criminal-law-lawyer-criminal-israel/,"עורך דין פלילי שכר | כמה מרוויח עו""ד פלילי בישראל",,,משפט פלילי,1296,2022-12-14,2026-05-18,271,3,9.4
2-low-traffic,8409,articles,https://jus-tice.co.il/child-support-calculator-2023/,מחשבון מזונות ילדים 2023,,,דיני משפחה,907,2023-01-10,2026-05-16,270,1,75.6
2-low-traffic,12239,articles,https://jus-tice.co.il/laws-real-estate-israel-france-guide-properties/,"חוקי הנדל""ן בישראל מול צרפת: מדריך להשקעות ונכסים (2025)",,,"מקרקעין | נדל""ן",15997,2025-03-07,2026-07-02,265,3,7.7
2-low-traffic,10686,articles,https://jus-tice.co.il/portugal-economy/,כלכלת פורטוגל | המצב הכלכלי בפורטוגל,,,פורטוגל,13700,2024-02-03,2026-05-16,264,4,9.0
2-low-traffic,12934,articles,https://jus-tice.co.il/family-mediation-updated-trends/,"גישור משפחתי בישראל ובעולם | גישור וגירושין | נתונים, התפתחות ומגמות עדכניות",,,דיני משפחה,36460,2025-09-17,2026-05-17,244,1,42.2
2-low-traffic,948,articles,https://jus-tice.co.il/israel-crime-statistics/,משטרת ישראל השנתון הסטטיסטי,,,משפט פלילי,37961,2019-06-19,2026-05-18,241,1,14.3
2-low-traffic,9653,articles,https://jus-tice.co.il/miranda-warning/,אזהרת מירנדה | עורכי דין פלילי בארצות הברית,,,משפט פלילי,15047,2023-06-09,2026-05-17,240,1,5.5
2-low-traffic,6886,articles,https://jus-tice.co.il/what-is-a-court-israel-legal-guide/,מהו בית משפט?,,,משרד המשפטים,1773,2022-03-12,2026-05-22,228,2,14.1
2-low-traffic,10779,articles,https://jus-tice.co.il/guide-buying-property-portugal-israelis/,לווי קניית נכס בפורטוגל לישראלים | המדריך המלא לחיפוש ורכישת נכס בפורטוגל,,,פורטוגל,34498,2024-02-12,2026-05-16,228,4,12.9
2-low-traffic,12946,articles,https://jus-tice.co.il/can-you-be-common-law-married-to-a-married-person/,האם אישה נשואה יכולה להיחשב ידועה בציבור של אחר? מדריך מקיף ידועים בציבור,,,דיני משפחה,42478,2025-09-29,2026-05-17,224,2,11.2
2-low-traffic,11901,articles,https://jus-tice.co.il/real-estate-market-greece-cyprus/,"להשקיע ביוון או בקפריסין? השוואת שוק הנדל""ן קפריסין מול יוון",,,"מקרקעין | נדל""ן",8546,2025-01-29,2026-05-16,211,1,7.4
