family_head_term,family_key,severity,total_clicks,total_impressions,designated_winner,competing_urls,url_metrics,resolutions
החלטות בית המשפט העליון,החלטות בית המשפט העליון,MEDIUM,0,698,https://jus-tice.co.il/2017-2018-major-supreme-court-ruling/,https://jus-tice.co.il/2019-2020-major-supreme-court-ruling/;https://jus-tice.co.il/2017-2018-major-supreme-court-ruling/;https://jus-tice.co.il/2015-2016-major-supreme-court-ruling/;https://jus-tice.co.il/2018-2019-major-supreme-court-ruling/;https://jus-tice.co.il/supreme-court-of-israel/;https://jus-tice.co.il/articles/2017-2018-major-supreme-court-ruling/,0c/475i/p29.3;0c/146i/p20.3;0c/26i/p28.3;0c/43i/p50.0;0c/3i/p31.7;0c/5i/p58.4,DIFFERENTIATE→בית המשפט העליון החלטות;WINNER;DIFFERENTIATE→בית המשפט העליון פסקי דין;DIFFERENTIATE→החלטת בית המשפט העליון;DIFFERENTIATE→;DIFFERENTIATE→
גירושין מי עוזב את הבית,גירושין מי עוזב את הבית,MEDIUM,0,697,https://jus-tice.co.il/psakdin/הנדון-המלצה-לגירושין/,https://jus-tice.co.il/psakdin/הנדון-המלצה-לגירושין/;https://jus-tice.co.il/divorce-everything-you-need-to-know/;https://jus-tice.co.il/review-of-divorce-by-divorce-lawyer-israel/;https://jus-tice.co.il/articles/חיוב-גט-וכתובה-במקרה-ששני-הצדדים-אינם-רוצים-זה/,0c/533i/p64.8;0c/152i/p67.6;0c/11i/p85.5;0c/1i/p93.0,WINNER;DIFFERENTIATE→עורך דין גירושין;DIFFERENTIATE→;DIFFERENTIATE→
גישור גירושין מחיר,גישור גירושין מחיר,MEDIUM,0,696,https://jus-tice.co.il/divorce-costs-2025/,https://jus-tice.co.il/divorce-costs-2025/;https://jus-tice.co.il/divorce-mediation-basics/;https://jus-tice.co.il/divorce-mediation-guide/,0c/361i/p40.2;0c/334i/p63.1;0c/1i/p48.0,WINNER;DIFFERENTIATE→גישור לפני גירושין;NOINDEX
דוגמא לבקשה לביטול פסק דין בהעדר התייצבות,דוגמא לבקשה ביטול פסק דין בהעדר התייצבות,MEDIUM,0,693,https://jus-tice.co.il/legal_financing/,https://jus-tice.co.il/legal_financing/;https://jus-tice.co.il/psakdin/תצ69551-01-18גרופר-נ-אלוניאל-בעמ/;https://jus-tice.co.il/2019-2020-major-supreme-court-ruling/;https://jus-tice.co.il/articles/עוד-פלילי/;https://jus-tice.co.il/extradition-guide/;https://jus-tice.co.il/psakdin/הליכי-גירושין-מבחן-הזיקות-טענה-כי-בימ/;https://jus-tice.co.il/psakdin/חילוט-רכב-מזראטי-עבירה-של-נהיגה-בזמן-פ/;https://jus-tice.co.il/psakdin/פסד-סלקום-מכרה-מידע-ונתוני-איכון-על-לק/;https://jus-tice.co.il/psakdin/חיוב-עורכת-דין-בפיצוי-לקוחות-בגין-אי-יי/;https://jus-tice.co.il/הליך-המעצר-כמה-עולה-עורך-דין-מעצרים-מחירון-עוד-פלילי/;https://jus-tice.co.il/15443-09-20/;https://jus-tice.co.il/psakdin/פסק-דין-פיצויי-פיטורין-תביעה-להרמת-מסך/;https://jus-tice.co.il/psakdin/ביטול-צו-סגירה-לעסק-לפי-סעיף-22ב-לחוק-ריש/;https://jus-tice.co.il/פסד-בתובענות-בגין-לשון-הרע-תביעה-להשבה-ותביעה-כספית-בין-בני-זוג-לשעבר-תמש-12289-07-21/;https://jus-tice.co.il/rotenberg-law-top-ranked-family-divorce-mediation/;https://jus-tice.co.il/lawyer-netherlands/;https://jus-tice.co.il/online-family-law-services/;https://jus-tice.co.il/divorce-law-in-sweden/,0c/150i/p73.1;0c/150i/p76.7;0c/124i/p75.5;0c/71i/p74.8;0c/46i/p73.7;0c/36i/p84.6;0c/29i/p77.2;0c/16i/p81.8;0c/13i/p69.4;0c/14i/p87.4;0c/10i/p82.6;0c/9i/p78.1;0c/9i/p92.3;0c/7i/p76.0;0c/5i/p87.6;0c/2i/p76.0;0c/1i/p71.0;0c/1i/p76.0,"WINNER;DIFFERENTIATE→;DIFFERENTIATE→בית המשפט העליון החלטות;DIFFERENTIATE→;DIFFERENTIATE→הסכם הסגרה;DIFFERENTIATE→;DIFFERENTIATE→;DIFFERENTIATE→;DIFFERENTIATE→;DIFFERENTIATE→;DIFFERENTIATE→ביהמ""ש לענייני משפחה ירושלים, השופטת אורית בן דור;DIFFERENTIATE→;DIFFERENTIATE→;DIFFERENTIATE→;DIFFERENTIATE→דירוג משרדי עורכי דין דיני משפחה;DIFFERENTIATE→עורך דין הולנד;DIFFERENTIATE→דיני משפחה עורך דין;DIFFERENTIATE→דיני גירושין"
הסכם ממון על ירושה עתידית,הסכם ממון על ירושה עתידית,MEDIUM,0,691,https://jus-tice.co.il/מדריך-עדכני-להסכם-ממון/,https://jus-tice.co.il/מדריך-עדכני-להסכם-ממון/;https://jus-tice.co.il/changing-or-canceling-a-prenuptial-agreement/,0c/354i/p59.1;0c/337i/p79.6,WINNER;DIFFERENTIATE→ביטול הסכם ממון
בגידה ללא בעילה,בגידה ללא בעילה,MEDIUM,0,685,https://jus-tice.co.il/1312042-4-ביהד-הגדול/,https://jus-tice.co.il/1312042-4-ביהד-הגדול/;https://jus-tice.co.il/psakdin/דיון-נוסף-פסד-הבוגדת-דנגץ-8537-18-פלוני-נ-בי/;https://jus-tice.co.il/infidelity-adultery-marital-betrayal-family-law/;https://jus-tice.co.il/infidelity-statistics-reasons-suspicions/;https://jus-tice.co.il/grounds-for-divorce-united-states/,0c/478i/p56.5;0c/163i/p89.7;0c/19i/p72.8;0c/17i/p85.9;0c/8i/p81.9,WINNER;DIFFERENTIATE→;DIFFERENTIATE→בגידה בתחום דיני משפחה;DIFFERENTIATE→איך מתמודדים עם בגידה של בן זוג;DIFFERENTIATE→עילות גירושין (ארצות הברית)
הפרת זכויות יוצרים בפייסבוק,הפרת זכויות יוצרים בפייסבוק,MEDIUM,0,680,https://jus-tice.co.il/תא-63470-05-19-זוהר-ואח-נ-facebook-inc-ואח-23-לאוגוסט-2021/,https://jus-tice.co.il/תא-63470-05-19-זוהר-ואח-נ-facebook-inc-ואח-23-לאוגוסט-2021/;https://jus-tice.co.il/copyright/;https://jus-tice.co.il/verdict-rights/,0c/479i/p41.4;0c/197i/p84.2;0c/4i/p22.2,WINNER;DIFFERENTIATE→סמל זכויות יוצרים;DIFFERENTIATE→
דירה ביוון במחיר מחסן,דירה ביוון במחיר מחסן,MEDIUM,0,679,https://jus-tice.co.il/greece-price-list/,https://jus-tice.co.il/greece-price-list/;https://jus-tice.co.il/investing-in-greece-real-estate/;https://jus-tice.co.il/investing-in-greece/;https://jus-tice.co.il/buying-property-in-greece/,0c/147i/p10.1;0c/357i/p31.8;0c/172i/p50.9;0c/3i/p62.7,WINNER;DIFFERENTIATE→הזדמנויות נדלן ביוון;DIFFERENTIATE→השקעה ביוון: מדריך מקיף למשקיעים ישראלים ולחברות;DIFFERENTIATE→בית ביוון
העברת כסף לדובאי,העברת כסף לדובאי,MEDIUM,0,674,https://jus-tice.co.il/איפה-כדאי-להשקיע-נדלן-בדובאי/,https://jus-tice.co.il/איפה-כדאי-להשקיע-נדלן-בדובאי/;https://jus-tice.co.il/united-arab-emirates-lawyers/,0c/346i/p60.9;0c/328i/p80.3,WINNER;DIFFERENTIATE→עורך דין בדובאי
איומים חוק העונשין,איומים חוק העונשין,MEDIUM,0,670,https://jus-tice.co.il/חוק-העונשין/,https://jus-tice.co.il/חוק-העונשין/;https://jus-tice.co.il/articles/גזר-דין-למורשע-בעבירות-איומים-כלפי-גרו/,0c/464i/p44.7;0c/206i/p78.4,WINNER;DIFFERENTIATE→
ייעוץ עורך דין בחינם בטלפון,ייעוץ עורך דין בחינם בטלפון,MEDIUM,6,664,https://jus-tice.co.il/כיצד-למצוא-עזרה-משפטית-כאשר-אינך-יכול-להרשות-לעצמך-עורך-דין/,https://jus-tice.co.il/כיצד-למצוא-עזרה-משפטית-כאשר-אינך-יכול-להרשות-לעצמך-עורך-דין/;https://jus-tice.co.il/,5c/328i/p9.1;1c/336i/p13.2,WINNER;DIFFERENTIATE→
בקשת מעצר עד תום ההליכים,בקשת מעצר עד תום ההליכים,MEDIUM,0,659,https://jus-tice.co.il/detention-before-charge-or-trial/,https://jus-tice.co.il/detention-before-charge-or-trial/;https://jus-tice.co.il/application-for-extension-of-detention-form/;https://jus-tice.co.il/הנחיות-פרקליט-המדינה-מעצר-עד-תום-ההליכים-בעבירות-מין-ואלימות-בתוך-המשפחה/,0c/322i/p23.4;0c/190i/p53.0;0c/147i/p52.5,WINNER;DIFFERENTIATE→טופס בקשה להארכת מעצר;DIFFERENTIATE→
דירה בפורטוגל מחיר,דירה בפורטוגל מחיר,MEDIUM,0,658,https://jus-tice.co.il/buying-property-in-portugal/,https://jus-tice.co.il/buying-property-in-portugal/;https://jus-tice.co.il/portugal-real-estate/;https://jus-tice.co.il/porto-portugal-real-estate/;https://jus-tice.co.il/guide-buying-property-portugal-israelis/,0c/337i/p30.0;0c/189i/p63.7;0c/52i/p28.7;0c/80i/p55.3,"WINNER;DIFFERENTIATE→דירה להשקעה בפורטוגל;DIFFERENTIATE→פורטו, פורטוגל - השקעות נדל""ן עבור ישראלים;MERGE-301→https://jus-tice.co.il/buying-property-in-portugal/"
הארכות מעצר,הארכות מעצר,MEDIUM,0,656,https://jus-tice.co.il/extension-of-detention-for-more-than-thirty-days/,https://jus-tice.co.il/extension-of-detention-for-more-than-thirty-days/;https://jus-tice.co.il/application-for-extension-of-detention-form/;https://jus-tice.co.il/request-for-extension-of-detention-beyond-nine-months/,0c/385i/p22.4;0c/140i/p53.8;0c/131i/p74.5,WINNER;DIFFERENTIATE→טופס בקשה להארכת מעצר;DIFFERENTIATE→בקשה להארכת מועד להישפט
גירושין עקב בגידה,גירושין עקב בגידה,MEDIUM,0,655,https://jus-tice.co.il/1312042-4-ביהד-הגדול/,https://jus-tice.co.il/1312042-4-ביהד-הגדול/;https://jus-tice.co.il/infidelity-adultery-marital-betrayal-family-law/;https://jus-tice.co.il/גירושין-בגידה-זכויות-בעל-בוגד-בהלכה/;https://jus-tice.co.il/בגץ-הבוגדת/;https://jus-tice.co.il/מדריך-עדכני-לגירושין/;https://jus-tice.co.il/infidelity-statistics-reasons-suspicions/,0c/343i/p69.5;0c/191i/p64.6;0c/70i/p88.4;0c/23i/p82.2;0c/20i/p82.8;0c/8i/p83.5,WINNER;DIFFERENTIATE→בגידה בתחום דיני משפחה;DIFFERENTIATE→;DIFFERENTIATE→;DIFFERENTIATE→;DIFFERENTIATE→איך מתמודדים עם בגידה של בן זוג
גירושין עורך דין,עורך דין גירושין,MEDIUM,0,654,https://jus-tice.co.il/divorce-everything-you-need-to-know/,https://jus-tice.co.il/lawyer-divorce/;https://jus-tice.co.il/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/;https://jus-tice.co.il/עורכי-דין/עורכת-דין-מאיה-רוטנברג/;https://jus-tice.co.il/women-lawyer-vs-men-divorce-lawyer/;https://jus-tice.co.il/מה-זה-עורך-דין-גירושין/;https://jus-tice.co.il/the-recommended-family-lawyers/;https://jus-tice.co.il/lawyer-divorce-israel/;https://jus-tice.co.il/lawyer-divorce-guide-proceedings-costs-rights/;https://jus-tice.co.il/articles/איך-לבחור-משרד-עורך-דין-גירושין-כשמתגר/;https://jus-tice.co.il/divorce-costs-2025/,0c/151i/p53.2;0c/146i/p62.6;0c/154i/p68.3;0c/88i/p73.7;0c/53i/p63.0;0c/28i/p84.2;0c/13i/p73.8;0c/11i/p75.9;0c/7i/p87.4;0c/3i/p90.3,MERGE-301→https://jus-tice.co.il/divorce-everything-you-need-to-know/;DIFFERENTIATE→;DIFFERENTIATE→;DIFFERENTIATE→מה עדיף עורכת דין או עורך דין לענייני גירושין? סקירת;DIFFERENTIATE→;DIFFERENTIATE→עורך דין לענייני משפחה מומלץ;MERGE-301→https://jus-tice.co.il/divorce-everything-you-need-to-know/;DIFFERENTIATE→זכויות בהליך גירושין וייצוג משפטי: המדריך המלא;DIFFERENTIATE→;DIFFERENTIATE→עלויות גירושין
האם ניתן לחתום על חוזה מרחוק,האם ניתן לחתום על חוזה מרחוק,MEDIUM,0,648,https://jus-tice.co.il/digital-signature/,https://jus-tice.co.il/digital-signature/;https://jus-tice.co.il/electronic-signature/;https://jus-tice.co.il/חתימת-עורך-דין-נוטריון/,0c/261i/p35.9;0c/234i/p51.2;0c/153i/p42.5,WINNER;DIFFERENTIATE→אישור נוטריון דיגיטלי;DIFFERENTIATE→
האם בגידה משפיעה על חלוקת רכוש,האם בגידה משפיעה על חלוקת רכוש,MEDIUM,0,645,https://jus-tice.co.il/בגץ-הבוגדת/,https://jus-tice.co.il/בגץ-הבוגדת/;https://jus-tice.co.il/מדריך-עדכני-לגירושין/;https://jus-tice.co.il/גירושין-בגידה-זכויות-בעל-בוגד-בהלכה/;https://jus-tice.co.il/infidelity-statistics-reasons-suspicions/;https://jus-tice.co.il/דיני-משפחה-אוסטרליה/,0c/378i/p66.8;0c/258i/p75.0;0c/5i/p77.2;0c/3i/p79.0;0c/1i/p100.0,WINNER;DIFFERENTIATE→;DIFFERENTIATE→;DIFFERENTIATE→איך מתמודדים עם בגידה של בן זוג;DIFFERENTIATE→
גישור פלילי,גישור פלילי,MEDIUM,0,638,https://jus-tice.co.il/articles/המלצות-צוות-הגישור-הפלילי-דוח-מסכם/,https://jus-tice.co.il/articles/המלצות-צוות-הגישור-הפלילי-דוח-מסכם/;https://jus-tice.co.il/psakdin/עפ-8360-19-דניאל-זיסמן-נגד-מדינת-ישראל-גי/;https://jus-tice.co.il/recommendations-mediation-criminal/,0c/477i/p33.2;0c/147i/p50.2;0c/14i/p29.5,"WINNER;DIFFERENTIATE→;DIFFERENTIATE→המלצות צוות הגישור הפלילי -דו""ח מסכם"
גירושין משמורת משותפת,גירושין משמורת משותפת,MEDIUM,0,630,https://jus-tice.co.il/joint-custody-shared-parenting/,https://jus-tice.co.il/joint-custody-shared-parenting/;https://jus-tice.co.il/child-custody-modification/;https://jus-tice.co.il/פסד-משמורת-משותפת-הרחבת-הסדרי-שהות-לאב-1244887-2/;https://jus-tice.co.il/mom-full-custody/;https://jus-tice.co.il/החזקת-ילדים-משמורת-משותפת-בית-הדין-הרבני/,0c/447i/p54.5;0c/179i/p73.6;0c/2i/p68.0;0c/1i/p83.0;0c/1i/p87.0,WINNER;DIFFERENTIATE→שינוי משמורת ילדים;DIFFERENTIATE→;DIFFERENTIATE→משמורת בלעדית לאם;DIFFERENTIATE→
ביטול צו מעצר בינלאומי,ביטול צו מעצר בינלאומי,MEDIUM,0,629,https://jus-tice.co.il/צו-מעצר-אירופי/,https://jus-tice.co.il/צו-מעצר-אירופי/;https://jus-tice.co.il/articles/עורך-דין-משפט-פלילי-בינלאומי/;https://jus-tice.co.il/arrested-abroad-il/;https://jus-tice.co.il/עורך-דין-אינטרפול/;https://jus-tice.co.il/54044-04-22cancel-criminal-proceedings/;https://jus-tice.co.il/הליך-המעצר-כמה-עולה-עורך-דין-מעצרים-מחירון-עוד-פלילי/;https://jus-tice.co.il/עורך-דין-פלילי-סמים-המלצות-עוד-פלילי-לעבירות-סמים/;https://jus-tice.co.il/סיוע-עוד-פלילי-לפי-מדינה/,0c/329i/p49.6;0c/203i/p60.5;0c/58i/p79.5;0c/14i/p58.9;0c/13i/p91.7;0c/9i/p64.2;0c/2i/p94.0;0c/1i/p97.0,"WINNER;DIFFERENTIATE→;DIFFERENTIATE→מעצר בחו""ל - מה לעשות? מדריך לישראלי עצור במדינה זרה;DIFFERENTIATE→;DIFFERENTIATE→ביטול כתב אישום מחמת הגנה מן הצדק ( תק""ח;DIFFERENTIATE→;DIFFERENTIATE→;DIFFERENTIATE→"
עורכי דין פליליים הכי טובים בארץ,עורך דין פליליים הכי טובים בארץ,MEDIUM,3,627,https://jus-tice.co.il/עורכי-דין/עורכי-הדין-המפורסמים-ביותר-להגנה-פליל/,https://jus-tice.co.il/עורכי-דין/עורכי-הדין-המפורסמים-ביותר-להגנה-פליל/;https://jus-tice.co.il/עורך-דין-פלילי-הכי-טוב-בארץ/,2c/368i/p10.0;1c/259i/p16.5,WINNER;DIFFERENTIATE→
כמה מרוויח עורך דין פלילי,עורך דין פלילי כמה מרוויח,MEDIUM,29,620,https://jus-tice.co.il/עורך-דין-פלילי-שכר-כמה-מרוויח-עוד-פלילי-בישראל/,https://jus-tice.co.il/עורך-דין-פלילי-שכר-כמה-מרוויח-עוד-פלילי-בישראל/;https://jus-tice.co.il/how-much-will-a-criminal-defense-lawyer-cost/;https://jus-tice.co.il/מחירון-מומלץ-עורך-דין-פלילי/,27c/322i/p1.8;1c/286i/p6.2;1c/12i/p10.8,WINNER;DIFFERENTIATE→עורך דין פלילי מחירון;DIFFERENTIATE→
הגירה לגרמניה מישראל,הגירה לגרמניה מישראל,MEDIUM,0,618,https://jus-tice.co.il/german-passport/,https://jus-tice.co.il/german-passport/;https://jus-tice.co.il/immigration-lawyer/;https://jus-tice.co.il/portugal-relocation/,0c/328i/p59.7;0c/288i/p75.4;0c/2i/p87.0,WINNER;DIFFERENTIATE→עורך דין הגירה;DIFFERENTIATE→רילוקיישן לפורטוגל
הגירה מגרמניה לישראל,הגירה מגרמניה לישראל,MEDIUM,0,618,https://jus-tice.co.il/german-passport/,https://jus-tice.co.il/german-passport/;https://jus-tice.co.il/immigration-lawyer/;https://jus-tice.co.il/germany-lawyers/,0c/287i/p28.0;0c/292i/p69.9;0c/39i/p84.7,WINNER;DIFFERENTIATE→עורך דין הגירה;DIFFERENTIATE→עורך דין גרמניה
דירות ביוון להשקעה,דירות ביוון להשקעה,MEDIUM,0,613,https://jus-tice.co.il/investing-in-greece-real-estate/,https://jus-tice.co.il/investing-in-greece-real-estate/;https://jus-tice.co.il/buying-property-in-greece/,0c/489i/p43.9;0c/124i/p73.8,WINNER;DIFFERENTIATE→בית ביוון
גירושין בעקבות בגידה של הבעל,גירושין בעקבות בגידה של הבעל,MEDIUM,0,612,https://jus-tice.co.il/גירושין-בגידה-זכויות-בעל-בוגד-בהלכה/,https://jus-tice.co.il/גירושין-בגידה-זכויות-בעל-בוגד-בהלכה/;https://jus-tice.co.il/1312042-4-ביהד-הגדול/;https://jus-tice.co.il/infidelity-adultery-marital-betrayal-family-law/;https://jus-tice.co.il/בגץ-הבוגדת/,0c/265i/p75.0;0c/199i/p58.2;0c/102i/p67.5;0c/46i/p82.1,WINNER;DIFFERENTIATE→;DIFFERENTIATE→בגידה בתחום דיני משפחה;DIFFERENTIATE→
cp,cp,MEDIUM,0,607,https://jus-tice.co.il/cerebral-palsy-rights/,https://jus-tice.co.il/cerebral-palsy/;https://jus-tice.co.il/cerebral-palsy-rights/,0c/291i/p33.2;0c/316i/p54.6,DIFFERENTIATE→שיתוק מוחין תוחלת חיים;WINNER
