"original_path","archive_path","file_name","file_type","file_size","modified_time","reason_for_archive","checksum_sha256","copied_successfully","notes"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10036-%d7%97%d7%95%d7%a7-%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%a7%d7%a8%d7%a7%d7%a2%d7%95%d7%aa-%d7%95%d7%91%d7%a2%d7%9c%d7%95%d7%aa-%d7%91%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10036-%d7%97%d7%95%d7%a7-%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%a7%d7%a8%d7%a7%d7%a2%d7%95%d7%aa-%d7%95%d7%91%d7%a2%d7%9c%d7%95%d7%aa-%d7%91%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93.md",".md","5574","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10051-%d7%9e%d7%aa%d7%95%d7%95%d7%94-%d7%93%d7%99%d7%a0%d7%99-%d7%94%d7%a0%d7%96%d7%99%d7%a7%d7%99%d7%9f.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10051-%d7%9e%d7%aa%d7%95%d7%95%d7%94-%d7%93%d7%99%d7%a0%d7%99-%d7%94%d7%a0%d7%96%d7%99%d7%a7%d7%99%d7%9f.md",".md","15392","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10053-%d7%9e%d7%91%d7%97%d7%9f-%d7%94%d7%9b%d7%99%d7%a1-%d7%94%d7%a2%d7%9e%d7%95%d7%a7-%d7%a0%d7%96%d7%99%d7%a7%d7%99%d7%9f.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10053-%d7%9e%d7%91%d7%97%d7%9f-%d7%94%d7%9b%d7%99%d7%a1-%d7%94%d7%a2%d7%9e%d7%95%d7%a7-%d7%a0%d7%96%d7%99%d7%a7%d7%99%d7%9f.md",".md","5434","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10056-%d7%a1%d7%a7%d7%99%d7%a8%d7%aa-%d7%a8%d7%a4%d7%95%d7%a8%d7%9e%d7%94-%d7%91%d7%a0%d7%96%d7%99%d7%a7%d7%99%d7%9f.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10056-%d7%a1%d7%a7%d7%99%d7%a8%d7%aa-%d7%a8%d7%a4%d7%95%d7%a8%d7%9e%d7%94-%d7%91%d7%a0%d7%96%d7%99%d7%a7%d7%99%d7%9f.md",".md","79181","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10060-%d7%94%d7%a9%d7%95%d7%a4%d7%98-%d7%9e%d7%92%d7%9f-%d7%90%d7%9c%d7%98%d7%95%d7%91%d7%99%d7%94-%d7%a4%d7%a1%d7%93-%d7%91%d7%a2%d7%a0%d7%99%d7%99%d7%9f-%d7%aa%d7%91%d7%99%d7%a2%d7%94-%d7%a2%d7%9c.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10060-%d7%94%d7%a9%d7%95%d7%a4%d7%98-%d7%9e%d7%92%d7%9f-%d7%90%d7%9c%d7%98%d7%95%d7%91%d7%99%d7%94-%d7%a4%d7%a1%d7%93-%d7%91%d7%a2%d7%a0%d7%99%d7%99%d7%9f-%d7%aa%d7%91%d7%99%d7%a2%d7%94-%d7%a2%d7%9c.md",".md","94730","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10065-%d7%94%d7%90%d7%9d-%d7%97%d7%95%d7%a7-%d7%9c%d7%94%d7%a1%d7%93%d7%a8-%d7%94%d7%aa%d7%93%d7%99%d7%99%d7%a0%d7%95%d7%99%d7%95%d7%aa-%d7%91%d7%a1%d7%9b%d7%a1%d7%95%d7%9b%d7%99-%d7%9e%d7%a9%d7%a4%d7%97.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10065-%d7%94%d7%90%d7%9d-%d7%97%d7%95%d7%a7-%d7%9c%d7%94%d7%a1%d7%93%d7%a8-%d7%94%d7%aa%d7%93%d7%99%d7%99%d7%a0%d7%95%d7%99%d7%95%d7%aa-%d7%91%d7%a1%d7%9b%d7%a1%d7%95%d7%9b%d7%99-%d7%9e%d7%a9%d7%a4%d7%97.md",".md","129688","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10073-%d7%a6%d7%95%d7%95%d7%90%d7%95%d7%aa-%d7%95%d7%99%d7%a8%d7%95%d7%a9%d7%95%d7%aa-%d7%91%d7%97%d7%99%d7%a8%d7%aa-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10073-%d7%a6%d7%95%d7%95%d7%90%d7%95%d7%aa-%d7%95%d7%99%d7%a8%d7%95%d7%a9%d7%95%d7%aa-%d7%91%d7%97%d7%99%d7%a8%d7%aa-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f.md",".md","85243","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10082-%d7%94%d7%aa%d7%97%d7%99%d7%99%d7%91%d7%95%d7%aa-%d7%91%d7%94%d7%a1%d7%9b%d7%9d-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%9c%d7%94%d7%a2%d7%91%d7%99%d7%a8-%d7%93%d7%99%d7%a8%d7%94-%d7%94%d7%a9.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10082-%d7%94%d7%aa%d7%97%d7%99%d7%99%d7%91%d7%95%d7%aa-%d7%91%d7%94%d7%a1%d7%9b%d7%9d-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%9c%d7%94%d7%a2%d7%91%d7%99%d7%a8-%d7%93%d7%99%d7%a8%d7%94-%d7%94%d7%a9.md",".md","146131","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10085-%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%91%d7%90%d7%a0%d7%92%d7%9c%d7%99%d7%94-%d7%a2%d7%95%d7%93-%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%a0%d7%93%d7%9c%d7%9f-%d7%a7%d7%a0.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10085-%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%91%d7%90%d7%a0%d7%92%d7%9c%d7%99%d7%94-%d7%a2%d7%95%d7%93-%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%a0%d7%93%d7%9c%d7%9f-%d7%a7%d7%a0.md",".md","302482","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10089-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9e%d7%a7%d7%a8%d7%a7%d7%a2%d7%99%d7%9f-%d7%97%d7%95%d7%a7%d7%99-%d7%94%d7%a7%d7%a8%d7%a7%d7%a2-%d7%95%d7%94%d7%a7%d7%a0%d7%99%d7%99%d7%9f-%d7%91%d7%99.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10089-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9e%d7%a7%d7%a8%d7%a7%d7%a2%d7%99%d7%9f-%d7%97%d7%95%d7%a7%d7%99-%d7%94%d7%a7%d7%a8%d7%a7%d7%a2-%d7%95%d7%94%d7%a7%d7%a0%d7%99%d7%99%d7%9f-%d7%91%d7%99.md",".md","58581","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10095-%d7%a2%d7%95%d7%93-%d7%93%d7%99%d7%a0%d7%99-%d7%9e%d7%a7%d7%a8%d7%a7%d7%a2%d7%99%d7%9f-%d7%95%d7%a7%d7%a0%d7%99%d7%99%d7%9f-%d7%91%d7%93%d7%a8%d7%95%d7%9d-%d7%90%d7%a4%d7%a8%d7%99%d7%a7%d7%94.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10095-%d7%a2%d7%95%d7%93-%d7%93%d7%99%d7%a0%d7%99-%d7%9e%d7%a7%d7%a8%d7%a7%d7%a2%d7%99%d7%9f-%d7%95%d7%a7%d7%a0%d7%99%d7%99%d7%9f-%d7%91%d7%93%d7%a8%d7%95%d7%9d-%d7%90%d7%a4%d7%a8%d7%99%d7%a7%d7%94.md",".md","111998","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10100-%d7%97%d7%95%d7%a7-%d7%9e%d7%99%d7%a1%d7%95%d7%99-%d7%a0%d7%93%d7%9c%d7%9f-%d7%99%d7%95%d7%95%d7%9f-%d7%97%d7%95%d7%a7-%d7%9e%d7%a1-4223-%d7%9e%d7%a1-%d7%91%d7%a2%d7%9c%d7%95%d7%aa-%d7%a2%d7%9c.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10100-%d7%97%d7%95%d7%a7-%d7%9e%d7%99%d7%a1%d7%95%d7%99-%d7%a0%d7%93%d7%9c%d7%9f-%d7%99%d7%95%d7%95%d7%9f-%d7%97%d7%95%d7%a7-%d7%9e%d7%a1-4223-%d7%9e%d7%a1-%d7%91%d7%a2%d7%9c%d7%95%d7%aa-%d7%a2%d7%9c.md",".md","60664","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10123-%d7%90%d7%9e%d7%a0%d7%94-%d7%91%d7%99%d7%9f-%d7%94%d7%a8%d7%a4%d7%95%d7%91%d7%9c%d7%99%d7%a7%d7%94-%d7%94%d7%94%d7%9c%d7%a0%d7%99%d7%aa-%d7%9c%d7%91%d7%99%d7%9f-%d7%9e%d7%93%d7%99%d7%a0%d7%aa-%d7%99.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10123-%d7%90%d7%9e%d7%a0%d7%94-%d7%91%d7%99%d7%9f-%d7%94%d7%a8%d7%a4%d7%95%d7%91%d7%9c%d7%99%d7%a7%d7%94-%d7%94%d7%94%d7%9c%d7%a0%d7%99%d7%aa-%d7%9c%d7%91%d7%99%d7%9f-%d7%9e%d7%93%d7%99%d7%a0%d7%aa-%d7%99.md",".md","57311","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10130-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9e%d7%a7%d7%99%d7%a3-%d7%9c%d7%aa%d7%94%d7%9c%d7%99%d7%9a-%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%a8%d7%a9%d7%99%d7%9e%d7%aa-%d7%9e%d7%98%d7%9c.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10130-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9e%d7%a7%d7%99%d7%a3-%d7%9c%d7%aa%d7%94%d7%9c%d7%99%d7%9a-%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%a8%d7%a9%d7%99%d7%9e%d7%aa-%d7%9e%d7%98%d7%9c.md",".md","14126","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10136-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9e%d7%a7%d7%99%d7%a3-%d7%9c%d7%a7%d7%a0%d7%99%d7%99%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%a8%d7%90%d7%a9%d7%95%d7%a0%d7%94.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10136-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9e%d7%a7%d7%99%d7%a3-%d7%9c%d7%a7%d7%a0%d7%99%d7%99%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%a8%d7%90%d7%a9%d7%95%d7%a0%d7%94.md",".md","25284","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10139-%d7%91%d7%95%d7%92%d7%a8-%d7%9c%d7%99%d7%9e%d7%95%d7%93%d7%99-%d7%a0%d7%93%d7%9c%d7%9f-%d7%91%d7%90%d7%a8%d7%94%d7%91.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10139-%d7%91%d7%95%d7%92%d7%a8-%d7%9c%d7%99%d7%9e%d7%95%d7%93%d7%99-%d7%a0%d7%93%d7%9c%d7%9f-%d7%91%d7%90%d7%a8%d7%94%d7%91.md",".md","21229","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10143-%d7%a4%d7%99%d7%aa%d7%95%d7%97-%d7%a0%d7%93%d7%9c%d7%9f-%d7%a4%d7%99%d7%aa%d7%95%d7%97-%d7%a7%d7%a8%d7%a7%d7%a2.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10143-%d7%a4%d7%99%d7%aa%d7%95%d7%97-%d7%a0%d7%93%d7%9c%d7%9f-%d7%a4%d7%99%d7%aa%d7%95%d7%97-%d7%a7%d7%a8%d7%a7%d7%a2.md",".md","20525","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10146-%d7%9e%d7%97%d7%a9%d7%91%d7%95%d7%9f-%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%91%d7%a0%d7%9b%d7%a1%d7%99%d7%9d-%d7%93%d7%99%d7%a8%d7%95%d7%92-%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%a0%d7%93%d7%9c.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10146-%d7%9e%d7%97%d7%a9%d7%91%d7%95%d7%9f-%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%91%d7%a0%d7%9b%d7%a1%d7%99%d7%9d-%d7%93%d7%99%d7%a8%d7%95%d7%92-%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%a0%d7%93%d7%9c.md",".md","13613","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10154-%d7%9e%d7%aa%d7%95%d7%95%d7%9a-%d7%93%d7%99%d7%a8%d7%95%d7%aa-%d7%90%d7%99%d7%9a-%d7%9c%d7%9e%d7%a6%d7%95%d7%90-%d7%a1%d7%95%d7%9b%d7%9f-%d7%a0%d7%93%d7%9c%d7%9f-%d7%98%d7%95%d7%91.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10154-%d7%9e%d7%aa%d7%95%d7%95%d7%9a-%d7%93%d7%99%d7%a8%d7%95%d7%aa-%d7%90%d7%99%d7%9a-%d7%9c%d7%9e%d7%a6%d7%95%d7%90-%d7%a1%d7%95%d7%9b%d7%9f-%d7%a0%d7%93%d7%9c%d7%9f-%d7%98%d7%95%d7%91.md",".md","19228","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10157-%d7%90%d7%a1%d7%98%d7%a8%d7%98%d7%92%d7%99%d7%95%d7%aa-%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%91%d7%a0%d7%93%d7%9c%d7%9f-%d7%9c%d7%a9%d7%a0%d7%aa-2023.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10157-%d7%90%d7%a1%d7%98%d7%a8%d7%98%d7%92%d7%99%d7%95%d7%aa-%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%91%d7%a0%d7%93%d7%9c%d7%9f-%d7%9c%d7%a9%d7%a0%d7%aa-2023.md",".md","6597","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10163-%d7%94%d7%a7%d7%91%d7%9c%d7%9f-%d7%a8%d7%95%d7%a6%d7%94-%d7%a9%d7%90%d7%97%d7%aa%d7%95%d7%9d-%d7%a2%d7%9c-%d7%94%d7%9c%d7%99%d7%a7%d7%95%d7%99%d7%99%d7%9d-%d7%a9%d7%a0%d7%9e%d7%a6%d7%90%d7%95-%d7%91.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10163-%d7%94%d7%a7%d7%91%d7%9c%d7%9f-%d7%a8%d7%95%d7%a6%d7%94-%d7%a9%d7%90%d7%97%d7%aa%d7%95%d7%9d-%d7%a2%d7%9c-%d7%94%d7%9c%d7%99%d7%a7%d7%95%d7%99%d7%99%d7%9d-%d7%a9%d7%a0%d7%9e%d7%a6%d7%90%d7%95-%d7%91.md",".md","9556","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10169-%d7%9e%d7%93%d7%a2%d7%99-%d7%94%d7%91%d7%a0%d7%99%d7%99%d7%9f-%d7%94%d7%a0%d7%93%d7%a1%d7%aa-%d7%91%d7%a0%d7%99%d7%99%d7%9f.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10169-%d7%9e%d7%93%d7%a2%d7%99-%d7%94%d7%91%d7%a0%d7%99%d7%99%d7%9f-%d7%94%d7%a0%d7%93%d7%a1%d7%aa-%d7%91%d7%a0%d7%99%d7%99%d7%9f.md",".md","28202","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
