id,title,status,priority,owner,category,files_changed,acceptance_criteria,verification_status,next_step,notes
T093,Add bulk draft import action,COMPLETED,MEDIUM,Codex,cms,inc/content-draft-importer.php,Admin content importer can import or refresh all repo drafts as draft-only posts while preserving published-content blocks,VERIFIED in repo,Verify bulk importer in wp-admin after Upress pull,Live CMS import and PHP lint are NOT VERIFIED
T094,Add article admin review columns,COMPLETED,MEDIUM,Codex,cms,inc/content-draft-importer.php,Articles admin list shows repo draft status legal/source review gates source-audit file and word count for imported drafts,VERIFIED in repo,Verify columns in wp-admin after Upress pull and draft import,Live admin UI and PHP lint are NOT VERIFIED
T095,Wire single articles to draft metadata,COMPLETED,HIGH,Codex,cms,single-articles.php,Single article pages show imported draft review status source-audit file word count/status and connected lawyer mini-site CTA from metadata,VERIFIED in repo,Import draft and visually verify article page after Upress pull,Live rendering and PHP lint are NOT VERIFIED
T096,Harden article connected lawyer resolver,COMPLETED,HIGH,Codex,cms,inc/template-tags.php + single-articles.php,Article pages resolve connected lawyer metadata through canonical English slug plus Maya Hebrew-slug fallback during migration,VERIFIED in repo,Preview imported family-law article after Upress pull and verify Maya sidebar,Live rendering and PHP lint are NOT VERIFIED
T097,Add family-law article cluster navigation,COMPLETED,HIGH,Codex,cms,single-articles.php + inc/content-draft-importer.php,Family-law article pages render pillar/supporting cluster links from normalized repo draft metadata,VERIFIED in repo,Import family-law drafts and preview sidebar cluster navigation in wp-admin,Live rendering and PHP lint are NOT VERIFIED
T098,Polish article cluster navigation UI,COMPLETED,MEDIUM,Codex,theme,single-articles.php + assets/css/premium-pass-3.css,Family-law article cluster links use reusable CSS with current state hover/focus states and mobile tap targets,VERIFIED in repo,Preview desktop/mobile article sidebar after Upress pull,Live rendering and PHP lint are NOT VERIFIED
T099,Wire lawyer mini-site to connected articles,COMPLETED,HIGH,Codex,cms,single-justice_lawyer.php,Lawyer mini-site article feed prefers articles connected by connected_lawyer_slug before practice-area fallback,VERIFIED in repo,Publish reviewed family-law draft and verify it appears on Maya mini-site,Live rendering and PHP lint are NOT VERIFIED
T100,Repair seeded menu filter slugs,COMPLETED,HIGH,Codex,navigation,inc/menu-seed.php,Seeded and existing menus use canonical practice-area filter slugs for lawyer directory links,VERIFIED in repo,Visit wp-admin after Upress pull and verify menu URLs,Live repair and PHP lint are NOT VERIFIED
T101,Normalize legacy lawyer archive filters,COMPLETED,MEDIUM,Codex,directory,archive-justice_lawyer.php,Lawyer archive accepts legacy short area params and converts them to canonical practice-area slugs before querying,VERIFIED in repo,Test /lawyers/?area=family after Upress pull,Live rendering and PHP lint are NOT VERIFIED
T102,Expand lawyer registration mini-site intake,COMPLETED,HIGH,Codex,onboarding,page-lawyer-registration.php + inc/lawyer-onboarding.php + project-control/lawyer-onboarding-workflow.md,Lawyer registration captures headline services process video and FAQ draft fields for mini-site review,VERIFIED in repo,Submit a test registration after Upress pull and verify draft metadata,Live form submission and PHP lint are NOT VERIFIED
T103,Surface mini-site intake in onboarding admin,COMPLETED,MEDIUM,Codex,onboarding,inc/lawyer-onboarding.php + project-control/lawyer-onboarding-workflow.md,Onboarding admin queue and email expose headline video and mini-site field completeness for faster review,VERIFIED in repo,Submit test registration and verify admin queue badges,Live admin UI and PHP lint are NOT VERIFIED
T104,Map registration cities to taxonomy,COMPLETED,MEDIUM,Codex,onboarding,inc/lawyer-onboarding.php + project-control/lawyer-onboarding-workflow.md,Recognized city names submitted in registration are assigned to city taxonomy terms on draft lawyer profiles,VERIFIED in repo,Submit test registration with Tel Aviv/Ramat Gan and verify terms,Live form submission and PHP lint are NOT VERIFIED
T105,Add city suggestions to lawyer registration,COMPLETED,LOW,Codex,onboarding,page-lawyer-registration.php + project-control/lawyer-onboarding-workflow.md,Registration city field suggests core city names to improve taxonomy matching while still allowing free text,VERIFIED in repo,Verify datalist appears after Upress pull,Live rendering and PHP lint are NOT VERIFIED
T106,Add practice fallback options to registration,COMPLETED,MEDIUM,Codex,onboarding,page-lawyer-registration.php + project-control/lawyer-onboarding-workflow.md,Registration primary-area select shows canonical fallback options if taxonomy terms are unavailable,VERIFIED in repo,Verify registration form after Upress pull with taxonomy active/inactive,Live rendering and PHP lint are NOT VERIFIED
T107,Add lawyer dashboard content request MVP,COMPLETED,HIGH,Codex,onboarding,page-lawyer-dashboard.php + inc/lawyer-dashboard.php + project-control/lawyer-onboarding-workflow.md,Logged-in claimed lawyers can submit content requests that create draft-only connected articles for review,VERIFIED in repo,Test with claimed lawyer account after Upress pull,Live form submission and PHP lint are NOT VERIFIED
T108,Surface lawyer content requests in article admin,COMPLETED,HIGH,Codex,cms,inc/content-draft-importer.php + inc/lawyer-dashboard.php + project-control/lawyer-onboarding-workflow.md,Articles admin identifies lawyer-requested drafts and content requests email owner with review link,VERIFIED in repo,Submit test content request and verify admin column/email,Live admin UI email and PHP lint are NOT VERIFIED
T109,Add lawyer-facing content request status queue,COMPLETED,HIGH,Codex,onboarding,page-lawyer-dashboard.php + assets/css/premium-pass-3.css + project-control/lawyer-onboarding-workflow.md,Lawyer dashboard shows submitted content requests with publication state and legal/source review gates,VERIFIED in repo,View /lawyer-dashboard/ with a claimed lawyer account after Upress pull,Live dashboard rendering and PHP lint are NOT VERIFIED
T110,Connect lawyer content requests to practice clusters,COMPLETED,HIGH,Codex,cms,inc/lawyer-dashboard.php + project-control/lawyer-onboarding-workflow.md,Lawyer-requested article drafts inherit practice-area terms plus primary_keyword and content_cluster metadata,VERIFIED in repo,Submit a content request from a claimed profile and verify article taxonomy/meta after Upress pull,Live submission and PHP lint are NOT VERIFIED
T111,Add staged lawyer mini-site update requests,COMPLETED,HIGH,Codex,onboarding,inc/lawyer-dashboard.php + page-lawyer-dashboard.php + inc/lawyer-onboarding.php + project-control/lawyer-onboarding-workflow.md,Claimed lawyers can submit staged mini-site updates without changing public profile fields before owner review,VERIFIED in repo,Submit a profile update from a claimed account and verify pending_profile_review in onboarding admin after Upress pull,Live submission admin UI and PHP lint are NOT VERIFIED
T112,Preview pending mini-site updates in onboarding admin,COMPLETED,MEDIUM,Codex,onboarding,inc/lawyer-onboarding.php + project-control/lawyer-onboarding-workflow.md,Lawyer Onboarding admin shows pending profile update snippets before owner opens full profile editor,VERIFIED in repo,Create staged update and verify Pending Update column after Upress pull,Live admin UI and PHP lint are NOT VERIFIED
T113,Add admin apply action for pending mini-site updates,COMPLETED,HIGH,Codex,onboarding,inc/lawyer-onboarding.php + project-control/lawyer-onboarding-workflow.md,Owner can apply reviewed pending mini-site fields from Lawyer Onboarding with nonce protection and final-review status,VERIFIED in repo,Create staged update and click Apply pending update after Upress pull then review profile fields,Live admin action and PHP lint are NOT VERIFIED
T114,Add discard action for pending mini-site updates,COMPLETED,HIGH,Codex,onboarding,inc/lawyer-onboarding.php + project-control/lawyer-onboarding-workflow.md,Owner can discard staged mini-site updates with nonce protection without changing public profile fields,VERIFIED in repo,Create staged update and click Discard pending update after Upress pull then verify public fields unchanged,Live admin action and PHP lint are NOT VERIFIED
T115,Add audit notes for staged mini-site updates,COMPLETED,MEDIUM,Codex,onboarding,inc/lawyer-dashboard.php + inc/lawyer-onboarding.php + project-control/lawyer-onboarding-workflow.md,Mini-site update submission apply and discard events append timestamped internal_notes for lightweight audit history,VERIFIED in repo,Submit/apply/discard staged update after Upress pull and verify internal_notes history,Live actions and PHP lint are NOT VERIFIED
T116,Surface recent internal notes in Lawyer Onboarding,COMPLETED,MEDIUM,Codex,onboarding,inc/lawyer-onboarding.php + project-control/lawyer-onboarding-workflow.md,Lawyer Onboarding previews the last three internal_notes entries for each listed profile,VERIFIED in repo,Open Lawyer Onboarding after Upress pull and verify Recent Notes column,Live admin UI and PHP lint are NOT VERIFIED
T117,Add audit notes for lawyer content requests,COMPLETED,MEDIUM,Codex,onboarding,inc/lawyer-dashboard.php + project-control/lawyer-onboarding-workflow.md,Lawyer content request submissions append timestamped internal_notes to the requesting lawyer profile,VERIFIED in repo,Submit content request after Upress pull and verify recent notes in Lawyer Onboarding,Live submission and PHP lint are NOT VERIFIED
T118,Surface pending content requests in Lawyer Onboarding,COMPLETED,HIGH,Codex,onboarding,inc/lawyer-dashboard.php + inc/lawyer-onboarding.php + project-control/lawyer-onboarding-workflow.md,Content requests flag lawyer profiles and Lawyer Onboarding shows latest request topic plus draft-review link,VERIFIED in repo,Submit content request after Upress pull and verify Content Request column links to draft,Live submission admin UI and PHP lint are NOT VERIFIED
T119,Add content-request reviewed action in Lawyer Onboarding,COMPLETED,HIGH,Codex,onboarding,inc/lawyer-onboarding.php + project-control/lawyer-onboarding-workflow.md,Owner can mark pending signed-content request reviewed from Lawyer Onboarding and clear the profile-level review flag,VERIFIED in repo,Submit content request then click Mark reviewed after Upress pull and verify pending_content_review clears,Live admin action and PHP lint are NOT VERIFIED
T120,Install local PHP and clear full repo PHP lint,COMPLETED,HIGH,Codex,verification,ultra-justice/includes/cpt-lawyers.php + ultra-justice/includes/lead-submissions.php + project-control/current-status.md + project-control/changelog.md,PHP 8.3 installed locally and full repo PHP lint passes for 120 PHP files after fixing two legacy syntax issues,VERIFIED locally,Use PHP lint on every PHP change going forward,Live server PHP version remains NOT VERIFIED
T121,Add repeatable PHP lint helper,COMPLETED,HIGH,Codex,verification,tools/php-lint.ps1 + project-control/performance-php-audit.md + project-control/current-status.md + project-control/changelog.md,Repo has a reusable PowerShell PHP lint helper that locates local PHP and checks all PHP files while excluding dependency/git folders,VERIFIED locally,Run tools/php-lint.ps1 after every PHP edit,Live server PHP version remains NOT VERIFIED
