query,clicks_12m,impressions_12m,ctr_12m,position_12m,ranking_page_count,top_page,top_page_clicks,competing_pages,cannibalization_flag,branded_flag,money_keyword_flag
כמה עולה עורך דין פלילי,9,583,1.54%,3.7,3,https://jus-tice.co.il/how-much-will-a-criminal-defense-lawyer-cost/,6,https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/ | https://jus-tice.co.il/%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%9E%D7%A2%D7%A6%D7%A8-%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%A2%D7%A6%D7%A8%D7%99%D7%9D-%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,TRUE,FALSE,TRUE
גירושים מכוערים,8,117,6.84%,5.6,2,https://jus-tice.co.il/%D7%94%D7%98%D7%A8%D7%99%D7%A7%D7%99%D7%9D-%D7%94%D7%9E%D7%9C%D7%95%D7%9B%D7%9C%D7%9B%D7%99%D7%9D-%D7%91%D7%99%D7%95%D7%AA%D7%A8-%D7%9C%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F/,8,https://jus-tice.co.il/review-of-divorce-by-divorce-lawyer-israel/,TRUE,FALSE,FALSE
חוזה שכירות אונליין,8,162,4.94%,6.4,1,https://jus-tice.co.il/online-rent-agreement/,8,,FALSE,FALSE,FALSE
חוק החוזים תרופות,8,7853,0.10%,8.2,1,https://jus-tice.co.il/%D7%97%D7%95%D7%A7-%D7%94%D7%97%D7%95%D7%96%D7%99%D7%9D-%D7%AA%D7%A8%D7%95%D7%A4%D7%95%D7%AA-%D7%91%D7%A9%D7%9C-%D7%94%D7%A4%D7%A8%D7%AA-%D7%97%D7%95%D7%96%D7%94-%D7%AA%D7%A9%D7%9C%D7%90-1970/,8,,FALSE,FALSE,FALSE
טופס הסכם גירושין להורדה,8,414,1.93%,25.4,3,https://jus-tice.co.il/free-divorce-agreement-template/,8,https://jus-tice.co.il/ | https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,TRUE,FALSE,FALSE
עדות שקר בחקירה,8,41,19.51%,2.5,1,https://jus-tice.co.il/%D7%94%D7%A0%D7%97%D7%99%D7%99%D7%AA-%D7%A4%D7%A8%D7%A7%D7%9C%D7%99%D7%98-%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94-%D7%9E%D7%A1%D7%A4%D7%A8-25-%D7%9E%D7%93%D7%99%D7%A0%D7%99%D7%95%D7%AA-%D7%A4%D7%AA%D7%99%D7%97%D7%94-%D7%91%D7%97%D7%A7%D7%99%D7%A8%D7%94-%D7%95%D7%94%D7%A2%D7%9E%D7%93%D7%94-%D7%9C%D7%93%D7%99%D7%9F-%D7%91%D7%92%D7%99%D7%9F-%D7%97%D7%A9%D7%93-%D7%9C%D7%9E%D7%A1%D7%99%D7%A8%D7%AA-%D7%90%D7%9E%D7%A8%D7%94-%D7%90%D7%95-%D7%A2%D7%93%D7%95%D7%AA-%D7%9B%D7%95%D7%96%D7%91%D7%AA/,8,,FALSE,FALSE,FALSE
פסק דין זדורוב,8,50,16.00%,4.8,1,https://jus-tice.co.il/%D7%9E%D7%A9%D7%A4%D7%98-%D7%94%D7%97%D7%95%D7%96%D7%A8-%D7%A9%D7%9C-%D7%A8%D7%95%D7%9E%D7%9F-%D7%96%D7%93%D7%95%D7%A8%D7%95%D7%91-%D7%AA%D7%A4%D7%97-502-07/,8,,FALSE,FALSE,FALSE
קורסים לעורכי דין,8,96,8.33%,24.3,2,https://jus-tice.co.il/legal-courses-for-lawyers/,8,https://jus-tice.co.il/lawyer-ai-course/,TRUE,FALSE,TRUE
רצח מדרגה ראשונה,8,719,1.11%,6.8,1,https://jus-tice.co.il/murder-in-united-states-law/,8,,FALSE,FALSE,FALSE
שכר עורכי דין 2025,8,356,2.25%,7.7,2,https://jus-tice.co.il/lawyer-fee-outlook/,8,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A9%D7%9B%D7%A8-%D7%9B%D7%9E%D7%94-%D7%9E%D7%A8%D7%95%D7%95%D7%99%D7%97-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%91%D7%99%D7%A9%D7%A8%D7%90%D7%9C/,TRUE,FALSE,TRUE
תביעה אזרחית נגררת לפלילים דוגמא,8,225,3.56%,8.3,1,https://jus-tice.co.il/%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%90%D7%96%D7%A8%D7%97%D7%99%D7%AA-%D7%A0%D7%92%D7%A8%D7%A8%D7%AA-%D7%9C%D7%94%D7%A8%D7%A9%D7%A2%D7%94-%D7%91%D7%A4%D7%9C%D7%99%D7%9C%D7%99%D7%9D-%D7%AA%D7%90-38003-03-19/,8,,FALSE,FALSE,FALSE
ייעוץ עורך דין אונליין חינם,8,2448,0.33%,10.9,11,https://jus-tice.co.il/,7,https://jus-tice.co.il/%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%96%D7%A8%D7%94-%D7%9E%D7%A9%D7%A4%D7%98%D7%99%D7%AA-%D7%9B%D7%90%D7%A9%D7%A8-%D7%90%D7%99%D7%A0%D7%9A-%D7%99%D7%9B%D7%95%D7%9C-%D7%9C%D7%94%D7%A8%D7%A9%D7%95%D7%AA-%D7%9C%D7%A2%D7%A6%D7%9E%D7%9A-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F/ | https://jus-tice.co.il/#chapter1 | https://jus-tice.co.il/#chapter2,TRUE,FALSE,TRUE
השופט עדי הדר,8,395,2.03%,6.7,3,https://jus-tice.co.il/decision75385-12-20/,5,https://jus-tice.co.il/%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%90%D7%99%D7%A9%D7%95%D7%A8-%D7%AA%D7%95%D7%91%D7%A2%D7%A0%D7%94-%D7%91%D7%92%D7%99%D7%9F-%D7%A9%D7%9C%D7%99%D7%97%D7%AA-%D7%93%D7%95%D7%90%D7%A8-%D7%96%D7%91%D7%9C-%D7%9B%D7%99%D7%99%D7%A6%D7%95%D7%92%D7%99%D7%AA/ | https://jus-tice.co.il/%D7%A2%D7%A0%D7%94-%D7%A9%D7%9C-%D7%A9%D7%95%D7%9B%D7%A8-%D7%A2%D7%A1%D7%A7-%D7%9B%D7%99-%D7%94%D7%9E%D7%A9%D7%9B%D7%99%D7%A8-%D7%91%D7%99%D7%98%D7%9C-%D7%90%D7%AA-%D7%94%D7%A1%D7%9B%D7%9D-%D7%94%D7%A9%D7%9B%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%9C%D7%90-%D7%94%D7%A1%D7%9B%D7%9E%D7%AA%D7%95/,TRUE,FALSE,FALSE
איפה הכי זול לקנות דירה בעולם,7,261,2.68%,5.6,5,https://jus-tice.co.il/low-value-invest-abroad/,7,https://jus-tice.co.il/ | https://jus-tice.co.il/%D7%90%D7%99%D7%A4%D7%94-%D7%94%D7%9B%D7%99-%D7%9E%D7%A9%D7%AA%D7%9C%D7%9D-%D7%9C%D7%9E%D7%A9%D7%A7%D7%99%D7%A2-%D7%94%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99-%D7%9C%D7%A7%D7%A0%D7%95%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/ | https://jus-tice.co.il/apartment/,TRUE,FALSE,FALSE
גניבה מחנות,7,156,4.49%,1.4,1,https://jus-tice.co.il/shoplifting/,7,,FALSE,FALSE,FALSE
חוזה שכירות 2025,7,27,25.93%,6.2,2,https://jus-tice.co.il/online-rent-agreement/,7,https://jus-tice.co.il/,TRUE,FALSE,FALSE
כמה עולה לקנות בית בתאילנד,7,220,3.18%,6.6,2,https://jus-tice.co.il/thailand-real-estate/,7,https://jus-tice.co.il/thailand-land-purchase-and-ownership-law/,TRUE,FALSE,FALSE
להב 433,7,1616,0.43%,12.2,1,https://jus-tice.co.il/lahav-433/,7,,FALSE,FALSE,FALSE
מחשבון מזונות,7,848,0.83%,20.5,1,https://jus-tice.co.il/%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F-%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D/,7,,FALSE,FALSE,FALSE
סיגלית אופק שופטת,7,214,3.27%,5.6,2,https://jus-tice.co.il/%D7%AA%D7%95%D7%91%D7%A2%D7%A0%D7%95%D7%AA-%D7%A2%D7%96%D7%91%D7%95%D7%9F-%D7%A9%D7%9E%D7%A0%D7%94%D7%9C%D7%99%D7%9D-%D7%A9%D7%A0%D7%99-%D7%90%D7%97%D7%99%D7%9D-%D7%91%D7%A9%D7%9C-%D7%A9%D7%AA%D7%99-%D7%A6%D7%95%D7%95%D7%90%D7%95%D7%AA-%D7%A9%D7%94%D7%95%D7%AA%D7%99%D7%A8%D7%94-%D7%90%D7%9E%D7%9D-%D7%AA%D7%A2-62835-08-19/,7,https://jus-tice.co.il/court-judge/,TRUE,FALSE,FALSE
עורך דין אתיופי,7,628,1.11%,16.1,4,https://jus-tice.co.il/ethiopia-lawyer/,7,https://jus-tice.co.il/ | https://jus-tice.co.il/find-lawyer/ | https://jus-tice.co.il/greece-lawyers/,TRUE,FALSE,TRUE
עורך דין לעסקים קטנים,7,1898,0.37%,22.0,13,https://jus-tice.co.il/types-of-lawyers-small-business/,7,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%99%D7%A9%D7%95%D7%99-%D7%A2%D7%A1%D7%A7%D7%99%D7%9D/ | https://jus-tice.co.il/baker-mckenzie/ | https://jus-tice.co.il/business-license/,TRUE,FALSE,TRUE
עורך דין מקרקעין ייעוץ חינם,7,1028,0.68%,13.3,3,https://jus-tice.co.il/,7,https://jus-tice.co.il/%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%96%D7%A8%D7%94-%D7%9E%D7%A9%D7%A4%D7%98%D7%99%D7%AA-%D7%9B%D7%90%D7%A9%D7%A8-%D7%90%D7%99%D7%A0%D7%9A-%D7%99%D7%9B%D7%95%D7%9C-%D7%9C%D7%94%D7%A8%D7%A9%D7%95%D7%AA-%D7%9C%D7%A2%D7%A6%D7%9E%D7%9A-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F/ | https://jus-tice.co.il/real-estate-attorney/,TRUE,FALSE,TRUE
תצהיר דוגמא,7,534,1.31%,8.7,3,https://jus-tice.co.il/free-affidavit-sample/,7,https://jus-tice.co.il/ | https://jus-tice.co.il/submitting-affidavit-israel-court/,TRUE,FALSE,FALSE
תקנון אתר לדוגמא,7,260,2.69%,7.3,1,https://jus-tice.co.il/sample-terms-and-conditions-template/,7,,FALSE,FALSE,FALSE
אזרחות יוונית,6,512,1.17%,19.3,2,https://jus-tice.co.il/%D7%93%D7%A8%D7%9B%D7%95%D7%9F-%D7%99%D7%95%D7%95%D7%A0%D7%99-%D7%94%D7%92%D7%99%D7%A8%D7%94-%D7%A8%D7%99%D7%9C%D7%95%D7%A7%D7%99%D7%99%D7%A9%D7%9F-%D7%9E%D7%92%D7%95%D7%A8%D7%99%D7%9D-%D7%9E%D7%94-%D7%94%D7%93%D7%A8%D7%99%D7%A9%D7%95%D7%AA-%D7%95%D7%94%D7%A2%D7%9C%D7%95%D7%99%D7%95%D7%AA/,6,https://jus-tice.co.il/greece-lawyers/,TRUE,FALSE,FALSE
אישור משטרה העדר עבירות מיניות מקוון,6,561,1.07%,8.9,2,https://jus-tice.co.il/%D7%98%D7%95%D7%A4%D7%A1-%D7%9C%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%94%D7%A2%D7%A1%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A2%D7%91%D7%A8%D7%99%D7%99%D7%A0%D7%99-%D7%9E%D7%99%D7%9F-%D7%91%D7%9E%D7%95%D7%A1%D7%93-%D7%94%D7%9E%D7%9B%D7%95%D7%95%D7%9F-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D/,6,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,TRUE,FALSE,FALSE
דוגמא להסכם גירושין,6,1396,0.43%,27.0,3,https://jus-tice.co.il/free-divorce-agreement-template/,6,https://jus-tice.co.il/what-should-a-divorce-settlement-agreement-include/ | https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,TRUE,FALSE,FALSE
דרכון יווני,6,374,1.60%,10.3,3,https://jus-tice.co.il/%D7%93%D7%A8%D7%9B%D7%95%D7%9F-%D7%99%D7%95%D7%95%D7%A0%D7%99-%D7%94%D7%92%D7%99%D7%A8%D7%94-%D7%A8%D7%99%D7%9C%D7%95%D7%A7%D7%99%D7%99%D7%A9%D7%9F-%D7%9E%D7%92%D7%95%D7%A8%D7%99%D7%9D-%D7%9E%D7%94-%D7%94%D7%93%D7%A8%D7%99%D7%A9%D7%95%D7%AA-%D7%95%D7%94%D7%A2%D7%9C%D7%95%D7%99%D7%95%D7%AA/,6,https://jus-tice.co.il/ | https://jus-tice.co.il/greece-lawyers/,TRUE,FALSE,FALSE
הגירה לפורטוגל 2025,6,84,7.14%,4.3,2,https://jus-tice.co.il/portugal-relocation/,6,https://jus-tice.co.il/immigration-to-portugal/,TRUE,FALSE,FALSE
הסכם גירושין בהסכמה,6,4041,0.15%,11.8,2,https://jus-tice.co.il/free-divorce-agreement-template/,6,https://jus-tice.co.il/articles/%D7%97%D7%95%D7%91%D7%AA-%D7%90%D7%99%D7%A9%D7%95%D7%A8-%D7%94%D7%A1%D7%9B%D7%9D-%D7%94%D7%9E%D7%94%D7%95%D7%95%D7%94-%D7%94%D7%A9%D7%9C%D7%9E%D7%94-%D7%9C%D7%94%D7%A1%D7%9B%D7%9D-%D7%9E%D7%9E%D7%95%D7%9F-%D7%90%D7%95-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%90%D7%A3-%D7%90%D7%9D-%D7%94%D7%95%D7%92%D7%93%D7%A8-%D7%94%D7%A1%D7%9B%D7%9D-%D7%9E%D7%9B%D7%A8-%D7%95%D7%91%D7%98%D7%9C%D7%95%D7%AA%D7%95-%D7%9E%D7%A9%D7%90%D7%95%D7%A9%D7%A8-%D7%A9%D7%9C%D7%90-%D7%9B%D7%93%D7%99%D7%9F-1333563-1-%D7%91%D7%99%D7%94%D7%93-%D7%94%D7%92%D7%93%D7%95%D7%9C/,TRUE,FALSE,FALSE
הסכם גירושין בהסכמה להורדה,6,207,2.90%,12.3,2,https://jus-tice.co.il/free-divorce-agreement-template/,6,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,TRUE,FALSE,FALSE
חיפוש עורך דין,6,1357,0.44%,11.3,11,https://jus-tice.co.il/,6,https://jus-tice.co.il/#chapter1 | https://jus-tice.co.il/#chapter2 | https://jus-tice.co.il/#chapter3,TRUE,FALSE,TRUE
כחול לבן בטלגרם,6,762,0.79%,10.6,1,https://jus-tice.co.il/53431-10-21/,6,,FALSE,FALSE,FALSE
מימון תביעות משפטיות,6,171,3.51%,15.5,2,https://jus-tice.co.il/legal_financing/,6,https://jus-tice.co.il/legal_defense_fund/,TRUE,FALSE,FALSE
סעיף כוח עליון,6,88,6.82%,3.0,2,https://jus-tice.co.il/force-majeure/,6,https://jus-tice.co.il/force-majeure,TRUE,FALSE,FALSE
רמי בז'ה שופט,6,47,12.77%,4.0,1,https://jus-tice.co.il/divorce-resource-balancing-case21019-01-21/,6,,FALSE,FALSE,FALSE
רשות ניירות ערך טלפון,6,160,3.75%,9.6,1,https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,6,,FALSE,FALSE,FALSE
ששי גז מחיר,6,286,2.10%,8.0,2,https://jus-tice.co.il/how-much-will-a-criminal-defense-lawyer-cost/,6,https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,TRUE,FALSE,FALSE
תביעות פלילי,6,864,0.69%,7.1,2,https://jus-tice.co.il/%D7%94%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A4%D7%A8%D7%A7%D7%9C%D7%99%D7%98%D7%95%D7%AA-%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94-%D7%9E%D7%95%D7%9C-%D7%97%D7%98%D7%99%D7%91%D7%AA-%D7%AA%D7%91%D7%99%D7%A2%D7%95%D7%AA-%D7%94%D7%9E%D7%A9%D7%98%D7%A8%D7%94/,6,https://jus-tice.co.il/report-crime/,TRUE,FALSE,FALSE
תחנת משטרה גליל מערבי טלפון,6,339,1.77%,5.1,1,https://jus-tice.co.il/%D7%AA%D7%97%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%98%D7%A8%D7%94-%D7%9B%D7%AA%D7%95%D7%91%D7%AA-%D7%98%D7%9C%D7%A4%D7%95%D7%9F-%D7%A8%D7%A9%D7%99%D7%9E%D7%94-%D7%90%D7%A8%D7%A6%D7%99%D7%AA-%D7%9E%D7%A2%D7%95%D7%93%D7%9B%D7%9F/,6,,FALSE,FALSE,FALSE
תצהיר לדוגמא,6,142,4.23%,7.4,1,https://jus-tice.co.il/free-affidavit-sample/,6,,FALSE,FALSE,FALSE
jus-tice.co.il,6,121,4.96%,1.6,21,https://jus-tice.co.il/,5,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%92%D7%90%D7%A1%D7%98%D7%99%D7%A1-%D7%99%D7%A9%D7%A8%D7%90%D7%9C/ | https://jus-tice.co.il/%D7%91%D7%99%D7%AA-%D7%94%D7%9E%D7%A9%D7%A4%D7%98-%D7%94%D7%A4%D7%A8%D7%98%D7%99-justicecoil/ | https://jus-tice.co.il/%D7%9E%D7%A6%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%91%D7%A7%D7%A8%D7%91%D7%AA%D7%9A/,TRUE,TRUE,FALSE
הסכם גירושין דוגמא,6,2760,0.22%,26.7,3,https://jus-tice.co.il/free-divorce-agreement-template/,5,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx | https://jus-tice.co.il/what-should-a-divorce-settlement-agreement-include/,TRUE,FALSE,FALSE
הסכם ממון דוגמא חינם,6,403,1.49%,10.6,3,https://jus-tice.co.il/prenuptial-agreement-sample/,5,https://jus-tice.co.il/ | https://jus-tice.co.il/free-divorce-agreement-template/,TRUE,FALSE,FALSE
משמורת בלעדית לאם,6,932,0.64%,9.1,2,https://jus-tice.co.il/%D7%9E%D7%A9%D7%9E%D7%95%D7%A8%D7%AA-%D7%91%D7%9C%D7%A2%D7%93%D7%99%D7%AA-%D7%9C%D7%90%D7%9D-%D7%95%D7%A9%D7%99%D7%AA%D7%95%D7%A4%D7%99%D7%95%D7%AA-%D7%99%D7%97%D7%A1%D7%99%D7%AA-%D7%91%D7%9E%D7%A1%D7%92%D7%A8%D7%AA-%D7%90%D7%99%D7%96%D7%95%D7%9F-%D7%9E%D7%A9%D7%90%D7%91%D7%99%D7%9D-%D7%AA%D7%9C%D7%94%D7%9E-37049-07-18/,4,https://jus-tice.co.il/mom-full-custody/,TRUE,FALSE,FALSE
עורך דין פלילי,6,14455,0.04%,52.2,13,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%AA%D7%95%D7%AA%D7%97/,2,https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/ | https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9D-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9D-%D7%91%D7%99%D7%A9%D7%A8%D7%90%D7%9C/ | https://jus-tice.co.il/everything-you-need-to-know-about-becoming-a-criminal-lawyer/,TRUE,FALSE,TRUE
אזרחות מלטה,5,87,5.75%,7.3,3,https://jus-tice.co.il/malta-citizenship-by-investment/,5,https://jus-tice.co.il/golden-visa/ | https://jus-tice.co.il/malta-lawyers/,TRUE,FALSE,FALSE
אילן ציוני,5,96,5.21%,9.9,1,https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,5,,FALSE,FALSE,FALSE
ביטול צו קיום צוואה,5,1756,0.28%,22.9,1,https://jus-tice.co.il/articles/%D7%AA%D7%A2-45543-11-21-%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%91%D7%99%D7%98%D7%95%D7%9C-%D7%A6%D7%95-%D7%A7%D7%99%D7%95%D7%9D-%D7%A6%D7%95%D7%95%D7%90%D7%94-%D7%9C%D7%90%D7%97%D7%A8-%D7%92%D7%99/,5,,FALSE,FALSE,FALSE
ג'ון מורגן,5,83,6.02%,5.5,1,https://jus-tice.co.il/morgan-morgan/,5,,FALSE,FALSE,FALSE
הסכם גירושין,5,5687,0.09%,41.8,4,https://jus-tice.co.il/free-divorce-agreement-template/,5,https://jus-tice.co.il/how-much-does-a-divorce-agreement-cost/ | https://jus-tice.co.il/what-is-a-divorce-settlement-agreement/ | https://jus-tice.co.il/what-should-a-divorce-settlement-agreement-include/,TRUE,FALSE,FALSE
הסכם גירושין pdf,5,1197,0.42%,16.5,2,https://jus-tice.co.il/free-divorce-agreement-template/,5,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,TRUE,FALSE,FALSE
ורד ריקנטי רוסהר,5,212,2.36%,5.1,2,https://jus-tice.co.il/40939-11-19/,5,https://jus-tice.co.il/court-judge/,TRUE,FALSE,FALSE
חגית מטלין,5,267,1.87%,6.2,4,https://jus-tice.co.il/%D7%AA%D7%9E%D7%A9-14076-10-16-%D7%A4%D7%9C%D7%95%D7%A0%D7%99%D7%AA-%D7%A0-%D7%A4%D7%9C%D7%95%D7%A0%D7%99/,5,https://jus-tice.co.il/21213-04-18/ | https://jus-tice.co.il/court-judge/ | https://jus-tice.co.il/kl-gates/,TRUE,FALSE,FALSE
יובל כרמי,5,535,0.93%,11.1,1,https://jus-tice.co.il/%D7%AA%D7%A47140-09-21%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%9B%D7%A8%D7%9E%D7%99/,5,,FALSE,FALSE,FALSE
יובל כרמי פסק דין,5,7,71.43%,1.6,1,https://jus-tice.co.il/%D7%AA%D7%A47140-09-21%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%9B%D7%A8%D7%9E%D7%99/,5,,FALSE,FALSE,FALSE
סיגלית אופק,5,214,2.34%,5.6,2,https://jus-tice.co.il/%D7%AA%D7%95%D7%91%D7%A2%D7%A0%D7%95%D7%AA-%D7%A2%D7%96%D7%91%D7%95%D7%9F-%D7%A9%D7%9E%D7%A0%D7%94%D7%9C%D7%99%D7%9D-%D7%A9%D7%A0%D7%99-%D7%90%D7%97%D7%99%D7%9D-%D7%91%D7%A9%D7%9C-%D7%A9%D7%AA%D7%99-%D7%A6%D7%95%D7%95%D7%90%D7%95%D7%AA-%D7%A9%D7%94%D7%95%D7%AA%D7%99%D7%A8%D7%94-%D7%90%D7%9E%D7%9D-%D7%AA%D7%A2-62835-08-19/,5,https://jus-tice.co.il/court-judge/,TRUE,FALSE,FALSE
עוולת הרשלנות,5,584,0.86%,11.5,2,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9E%D7%94%D7%99-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A2%D7%95%D7%95%D7%9C%D7%AA-%D7%94%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA/,5,https://jus-tice.co.il/tort/,TRUE,FALSE,FALSE
עורך דין,5,3381,0.15%,67.9,5,https://jus-tice.co.il/,5,https://jus-tice.co.il/find-lawyer-how-to-find-good-attorney/ | https://jus-tice.co.il/find-lawyer/ | https://jus-tice.co.il/usa-lawyers/,TRUE,FALSE,TRUE
עורך דין אוקראינה,5,223,2.24%,23.5,4,https://jus-tice.co.il/ukraine-lawyers/,5,https://jus-tice.co.il/argentina-lawyers/ | https://jus-tice.co.il/find-lawyer/ | https://jus-tice.co.il/skadden-arps-slate-meagher-flom/,TRUE,FALSE,TRUE
עורך דין בפורטוגל,5,409,1.22%,25.8,8,https://jus-tice.co.il/portugal-lawyers/,5,https://jus-tice.co.il/ | https://jus-tice.co.il/cuatrecasas/ | https://jus-tice.co.il/legal-services-in-portugal/,TRUE,FALSE,TRUE
