query,page,clicks,impressions,ctr,position,is_money_keyword,is_criminal_law,priority
עורך דין לענייני משפחה חינם,https://jus-tice.co.il/,1,643,0.16%,12.5,TRUE,FALSE,MEDIUM
סחר בסמים עונש,https://jus-tice.co.il/drug-trafficking/,0,640,0.00%,12.9,FALSE,TRUE,MEDIUM
הסכם הסגרה,https://jus-tice.co.il/extradition-guide/,2,637,0.31%,5.3,FALSE,FALSE,MEDIUM
עורך דין עסקים,https://jus-tice.co.il/types-of-lawyers-small-business/,0,628,0.00%,13.3,TRUE,FALSE,MEDIUM
איפה להשקיע בנדלן 2023,https://jus-tice.co.il/real-estate-investment-strategies-for-2023/,0,621,0.00%,16.8,FALSE,FALSE,MEDIUM
עו ד פלילי מפורסם,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9E%D7%99%D7%9D-%D7%91%D7%99%D7%95%D7%AA%D7%A8-%D7%9C%D7%94%D7%92%D7%A0%D7%94-%D7%A4%D7%9C%D7%99%D7%9C/,2,614,0.33%,6.0,FALSE,TRUE,MEDIUM
דוגמה להסכם גירושין,https://jus-tice.co.il/free-divorce-agreement-template/,0,614,0.00%,11.5,FALSE,FALSE,MEDIUM
להב 433 טלפון,https://jus-tice.co.il/lahav-433/,10,609,1.64%,7.3,FALSE,FALSE,MEDIUM
הסכם גירושין דוגמא doc,https://jus-tice.co.il/free-divorce-agreement-template/,7,604,1.16%,5.8,FALSE,FALSE,MEDIUM
סוגי עורכי דין,https://jus-tice.co.il/types-of-lawyers-small-business/,4,601,0.67%,7.0,TRUE,FALSE,MEDIUM
עו ד פלילי מומלץ,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9E%D7%99%D7%9D-%D7%91%D7%99%D7%95%D7%AA%D7%A8-%D7%9C%D7%94%D7%92%D7%A0%D7%94-%D7%A4%D7%9C%D7%99%D7%9C/,0,600,0.00%,15.8,FALSE,TRUE,MEDIUM
עונש על הריגה בתאונת דרכים,https://jus-tice.co.il/punishment-for-offenses-of-causing-death-in-road-accidents/,0,597,0.00%,14.9,FALSE,FALSE,MEDIUM
איתור עורכי דין,https://jus-tice.co.il/,0,596,0.00%,9.9,TRUE,FALSE,MEDIUM
מרבד תל אביב,https://jus-tice.co.il/medical-fitness-tests-for-driving-marvad-info/,1,589,0.17%,11.0,FALSE,FALSE,MEDIUM
עורך דין לענייני סייבר,https://jus-tice.co.il/cyber-lawyer/,0,586,0.00%,9.3,TRUE,FALSE,MEDIUM
כמה מדינות יש בארצות הברית,https://jus-tice.co.il/about-usa/,0,583,0.00%,12.0,FALSE,FALSE,MEDIUM
משטרת ירושלים טלפון,https://jus-tice.co.il/%D7%AA%D7%97%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%98%D7%A8%D7%94-%D7%9B%D7%AA%D7%95%D7%91%D7%AA-%D7%98%D7%9C%D7%A4%D7%95%D7%9F-%D7%A8%D7%A9%D7%99%D7%9E%D7%94-%D7%90%D7%A8%D7%A6%D7%99%D7%AA-%D7%9E%D7%A2%D7%95%D7%93%D7%9B%D7%9F/,1,577,0.17%,10.2,FALSE,FALSE,MEDIUM
עורך דין מקרקעין מחיר,https://jus-tice.co.il/real-estate-attorney/,2,564,0.35%,10.2,TRUE,FALSE,MEDIUM
עורכת דין פלילית מפורסמת,https://jus-tice.co.il/famous-criminal-defense-lawyer/,1,563,0.18%,10.4,FALSE,TRUE,MEDIUM
קניית דירה בפורטוגל,https://jus-tice.co.il/buying-property-in-portugal/,0,562,0.00%,13.8,FALSE,FALSE,MEDIUM
עורך דין פלילי ייעוץ חינם,https://jus-tice.co.il/,1,560,0.18%,16.3,TRUE,TRUE,MEDIUM
פורקס רגולציה,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%95%D7%A8%D7%A7%D7%A1-forex/,0,558,0.00%,12.0,FALSE,FALSE,MEDIUM
הסכם גירושין דוגמא doc,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,11,557,1.97%,10.4,FALSE,FALSE,MEDIUM
רשימת מומחים מטעם בית המשפט,https://jus-tice.co.il/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA-%D7%9E%D7%95%D7%9E%D7%97%D7%99%D7%9D-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%99%D7%9D-%D7%9C%D7%91%D7%99%D7%AA-%D7%9E%D7%A9%D7%A4%D7%98-%D7%9E%D7%AA%D7%A2%D7%93%D7%9B%D7%9F/,11,553,1.99%,8.2,FALSE,FALSE,MEDIUM
אישור משטרה העדר עבירות מיניות מקוון,https://jus-tice.co.il/%D7%98%D7%95%D7%A4%D7%A1-%D7%9C%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%94%D7%A2%D7%A1%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A2%D7%91%D7%A8%D7%99%D7%99%D7%A0%D7%99-%D7%9E%D7%99%D7%9F-%D7%91%D7%9E%D7%95%D7%A1%D7%93-%D7%94%D7%9E%D7%9B%D7%95%D7%95%D7%9F-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D/,6,553,1.08%,8.3,FALSE,TRUE,MEDIUM
מחיקת רישום משטרתי חוסר ראיות,https://jus-tice.co.il/police-records-data-deletion/,0,553,0.00%,16.8,FALSE,FALSE,MEDIUM
רשלנות,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9E%D7%94%D7%99-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A2%D7%95%D7%95%D7%9C%D7%AA-%D7%94%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA/,0,550,0.00%,18.1,FALSE,FALSE,MEDIUM
המלצה על עורך דין,https://jus-tice.co.il/,0,546,0.00%,15.2,TRUE,FALSE,MEDIUM
אופטימיזציה למנועי החיפוש,https://jus-tice.co.il/search-engine-optimization/,0,540,0.00%,17.4,FALSE,FALSE,MEDIUM
יובל כרמי,https://jus-tice.co.il/%D7%AA%D7%A47140-09-21%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%9B%D7%A8%D7%9E%D7%99/,5,535,0.93%,11.1,FALSE,FALSE,MEDIUM
נכסים בקפריסין,https://jus-tice.co.il/avoiding-mistakes-when-buying-property-in-cyprus/,1,531,0.19%,16.7,FALSE,FALSE,MEDIUM
עדי הדר שופט,https://jus-tice.co.il/decision75385-12-20/,9,530,1.70%,7.1,FALSE,FALSE,MEDIUM
כמה אנשים יש בארצות הברית,https://jus-tice.co.il/about-usa/,0,529,0.00%,9.1,FALSE,FALSE,MEDIUM
אזרחות גרמנית מתוקף נישואין,https://jus-tice.co.il/german-passport/,0,528,0.00%,16.2,FALSE,FALSE,MEDIUM
מתי הסכם ממון לא תופס,https://jus-tice.co.il/marital-property-agreement/,1,523,0.19%,13.7,FALSE,FALSE,MEDIUM
כמה מרוויח עורך דין,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A9%D7%9B%D7%A8-%D7%9B%D7%9E%D7%94-%D7%9E%D7%A8%D7%95%D7%95%D7%99%D7%97-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%91%D7%99%D7%A9%D7%A8%D7%90%D7%9C/,2,520,0.38%,10.2,TRUE,FALSE,MEDIUM
פסק דין הצהרתי במקרקעין,https://jus-tice.co.il/%D7%A4%D7%A1%D7%A7-%D7%93%D7%99%D7%9F-%D7%94%D7%A6%D7%94%D7%A8%D7%AA%D7%99-%D7%91%D7%A0%D7%95%D7%92%D7%A2-%D7%9C%D7%9E%D7%97%D7%A6%D7%99%D7%AA-%D7%9E%D7%94%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA-%D7%91%D7%91%D7%99%D7%AA-%D7%95%D7%91%D7%A7%D7%A8%D7%A7%D7%A2-%D7%AA%D7%9E%D7%A9-35298-10-19/,3,518,0.58%,18.9,FALSE,FALSE,MEDIUM
הזמנת תעודת יושר,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,0,517,0.00%,16.1,FALSE,FALSE,MEDIUM
ייצוג עסקי ביפן,https://jus-tice.co.il/japan-attorneys/,0,516,0.00%,6.3,FALSE,FALSE,MEDIUM
עוד פלילי מפורסם,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9E%D7%99%D7%9D-%D7%91%D7%99%D7%95%D7%AA%D7%A8-%D7%9C%D7%94%D7%92%D7%A0%D7%94-%D7%A4%D7%9C%D7%99%D7%9C/,0,513,0.00%,6.9,FALSE,TRUE,MEDIUM
תעודת יושר מהמשטרה אונליין,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,5,512,0.98%,12.8,FALSE,TRUE,MEDIUM
שינוי עילת סגירת תיק מחוסר ראיות לחוסר אשמה,https://jus-tice.co.il/%D7%94%D7%A0%D7%97%D7%99%D7%95%D7%AA-%D7%A4%D7%A8%D7%A7%D7%9C%D7%99%D7%98-%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94-%D7%94%D7%A0%D7%97%D7%99%D7%94-%D7%9E%D7%A1%D7%A4%D7%A8-13/,0,512,0.00%,16.4,FALSE,FALSE,MEDIUM
טבלאות דירוג של csm satu mare,https://jus-tice.co.il/romania-lawyers/,0,507,0.00%,8.3,FALSE,FALSE,MEDIUM
עו ד פלילי מפורסם,https://jus-tice.co.il/famous-criminal-defense-lawyer/,2,506,0.40%,10.3,FALSE,TRUE,MEDIUM
ייצוג חברה ביפן,https://jus-tice.co.il/japan-attorneys/,0,501,0.00%,7.4,FALSE,FALSE,MEDIUM
יועץ השקעות נדלן,https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,1,499,0.20%,16.6,FALSE,FALSE,MEDIUM
תשלום אגרה המכון הרפואי לבטיחות בדרכים,https://jus-tice.co.il/medical-institute-for-road-safety/,0,499,0.00%,19.9,FALSE,FALSE,MEDIUM
עורכי דין פליליים מפורסמים,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9E%D7%99%D7%9D-%D7%91%D7%99%D7%95%D7%AA%D7%A8-%D7%9C%D7%94%D7%92%D7%A0%D7%94-%D7%A4%D7%9C%D7%99%D7%9C/,3,498,0.60%,5.6,TRUE,TRUE,MEDIUM
אינדקס עורכי דין בחינם,https://jus-tice.co.il/,2,498,0.40%,6.1,TRUE,FALSE,MEDIUM
מחיקת רישום משטרתי בשל חלוף הזמן,https://jus-tice.co.il/police-records-data-deletion/,0,498,0.00%,13.3,FALSE,FALSE,MEDIUM
עורך דין בקפריסין,https://jus-tice.co.il/cyprus-lawyer/,4,497,0.80%,6.4,TRUE,FALSE,MEDIUM
רישום מכר מקוון,https://jus-tice.co.il/%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%A8%D7%99%D7%A9%D7%95%D7%9D-%D7%9E%D7%9B%D7%A8/,0,495,0.00%,14.5,FALSE,FALSE,MEDIUM
חקירה ברשות המיסים,https://jus-tice.co.il/tax-investigation-guide/,0,490,0.00%,15.0,FALSE,TRUE,MEDIUM
טופס 3 יישוב סכסוך,https://jus-tice.co.il/request-for-family-dispute-settlements/,0,490,0.00%,9.0,FALSE,FALSE,MEDIUM
המלצות עורכי דין,https://jus-tice.co.il/,0,487,0.00%,12.2,TRUE,FALSE,MEDIUM
הבוגדת,https://jus-tice.co.il/%D7%91%D7%92%D7%A5-%D7%94%D7%91%D7%95%D7%92%D7%93%D7%AA/,3,486,0.62%,6.8,FALSE,FALSE,MEDIUM
תצהיר דוגמא,https://jus-tice.co.il/free-affidavit-sample/,7,484,1.45%,7.6,FALSE,FALSE,MEDIUM
מרבד טלפון,https://jus-tice.co.il/medical-fitness-tests-for-driving-marvad-info/,0,484,0.00%,19.0,FALSE,FALSE,MEDIUM
המלצות על עורכי דין,https://jus-tice.co.il/,1,482,0.21%,7.8,TRUE,FALSE,MEDIUM
משטרת חיפה טלפון,https://jus-tice.co.il/%D7%AA%D7%97%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%98%D7%A8%D7%94-%D7%9B%D7%AA%D7%95%D7%91%D7%AA-%D7%98%D7%9C%D7%A4%D7%95%D7%9F-%D7%A8%D7%A9%D7%99%D7%9E%D7%94-%D7%90%D7%A8%D7%A6%D7%99%D7%AA-%D7%9E%D7%A2%D7%95%D7%93%D7%9B%D7%9F/,2,481,0.42%,11.3,FALSE,FALSE,MEDIUM
משטרת אריאל טלפון,https://jus-tice.co.il/%D7%AA%D7%97%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%98%D7%A8%D7%94-%D7%9B%D7%AA%D7%95%D7%91%D7%AA-%D7%98%D7%9C%D7%A4%D7%95%D7%9F-%D7%A8%D7%A9%D7%99%D7%9E%D7%94-%D7%90%D7%A8%D7%A6%D7%99%D7%AA-%D7%9E%D7%A2%D7%95%D7%93%D7%9B%D7%9F/,3,480,0.63%,8.9,FALSE,FALSE,MEDIUM
חקירות מס,https://jus-tice.co.il/tax-investigation-guide/,0,480,0.00%,17.1,FALSE,FALSE,MEDIUM
הסכם חלוקת רכוש דוגמא,https://jus-tice.co.il/free-divorce-agreement-template/,1,479,0.21%,12.3,FALSE,FALSE,MEDIUM
דוגמא לתצהיר,https://jus-tice.co.il/free-affidavit-sample/,2,477,0.42%,7.5,FALSE,FALSE,MEDIUM
תעודת יושר מהמשטרה,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,0,476,0.00%,20.0,FALSE,TRUE,MEDIUM
תעודת יושר pdf,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,11,475,2.32%,6.5,FALSE,FALSE,MEDIUM
חישוב ביטוח לאומי,https://jus-tice.co.il/%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F-%D7%93%D7%9E%D7%99-%D7%91%D7%99%D7%98%D7%95%D7%97-%D7%9C%D7%90%D7%95%D7%9E%D7%99-%D7%95%D7%91%D7%A8%D7%99%D7%90%D7%95%D7%AA/,0,474,0.00%,19.9,FALSE,FALSE,MEDIUM
חתימה על תצהיר בחינם,https://jus-tice.co.il/free-affidavit-sample/,14,471,2.97%,8.5,FALSE,FALSE,MEDIUM
עורך דין ארצות הברית,https://jus-tice.co.il/usa-lawyers/,0,470,0.00%,10.4,TRUE,FALSE,MEDIUM
עורכי דין קפריסין,https://jus-tice.co.il/cyprus-lawyer/,2,469,0.43%,5.7,TRUE,FALSE,MEDIUM
טלגרם ישראליות 2019,https://jus-tice.co.il/%D7%9E%D7%90%D7%A1%D7%A8-%D7%91%D7%92%D7%99%D7%9F-%D7%94%D7%98%D7%A8%D7%93%D7%94-%D7%9E%D7%99%D7%A0%D7%99%D7%AA-%D7%95%D7%94%D7%AA%D7%A0%D7%9B%D7%9C%D7%95%D7%AA-%D7%91%D7%90%D7%9E%D7%A6%D7%A2%D7%95%D7%AA-%D7%A8%D7%A9%D7%AA-%D7%94%D7%98%D7%9C%D7%92%D7%A8%D7%9D-%D7%AA%D7%A4-43967-07-20/,1,469,0.21%,15.0,FALSE,FALSE,MEDIUM
מחיקת רישום פלילי כמה עולה,https://jus-tice.co.il/how-much-will-a-criminal-defense-lawyer-cost/,0,469,0.00%,12.0,FALSE,TRUE,MEDIUM
הזמנה לחקירת מס,https://jus-tice.co.il/tax-investigation-guide/,0,468,0.00%,14.5,FALSE,FALSE,MEDIUM
הסכם גירושין לדוגמא,https://jus-tice.co.il/free-divorce-agreement-template/,2,467,0.43%,8.8,FALSE,FALSE,MEDIUM
אישור היעדר רישום פלילי,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,0,466,0.00%,16.8,FALSE,TRUE,MEDIUM
המדריך דריאן פָּאֵס רודריגז,https://jus-tice.co.il/panama-lawyers/,0,462,0.00%,5.0,FALSE,FALSE,MEDIUM
רוסמן נלי,https://jus-tice.co.il/%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%A7%D7%99%D7%95%D7%9D-%D7%A6%D7%95%D7%95%D7%90%D7%94-%D7%9B%D7%A0%D7%92%D7%93-%D7%94%D7%AA%D7%A0%D7%92%D7%93%D7%95%D7%AA%D7%95-%D7%A9%D7%9C-%D7%91%D7%9F-%D7%94%D7%9E%D7%A0%D7%95%D7%97%D7%94-%D7%A9%D7%94%D7%95%D7%93%D7%A8-%D7%9E%D7%94%D7%A6%D7%95%D7%95%D7%90%D7%94-%D7%91%D7%98%D7%A2%D7%A0%D7%94-%D7%A9%D7%9C%D7%90-%D7%94%D7%99%D7%99%D7%AA%D7%94-%D7%9B%D7%A9%D7%99%D7%A8%D7%94/,0,461,0.00%,8.8,FALSE,FALSE,MEDIUM
asset registration in israel,https://jus-tice.co.il/real-estate-registration-procedure-israel/,0,458,0.00%,11.9,FALSE,FALSE,MEDIUM
ייעוץ לסטארטאפים,https://jus-tice.co.il/startup-company/,0,458,0.00%,13.5,FALSE,FALSE,MEDIUM
עמי קובו,https://jus-tice.co.il/decision20043-03-23/,3,455,0.66%,9.3,FALSE,FALSE,MEDIUM
ענת הלר כריש,https://jus-tice.co.il/30767-05-21/,18,454,3.96%,5.6,FALSE,FALSE,MEDIUM
מועד קרע בין בני זוג,https://jus-tice.co.il/%D7%A7%D7%91%D7%99%D7%A2%D7%AA-%D7%9E%D7%95%D7%A2%D7%93-%D7%94%D7%A7%D7%A8%D7%A2-%D7%9C%D7%A2%D7%A0%D7%99%D7%99%D7%9F-%D7%90%D7%99%D7%96%D7%95%D7%9F-%D7%94%D7%9E%D7%A9%D7%90%D7%91%D7%99%D7%9D-%D7%91%D7%99%D7%9F-%D7%91%D7%A0%D7%99-%D7%96%D7%95%D7%92-%D7%AA%D7%9C%D7%94%D7%9E-18194-04-22/,0,454,0.00%,17.8,FALSE,FALSE,MEDIUM
עוד פלילי מפורסם,https://jus-tice.co.il/famous-criminal-defense-lawyer/,0,452,0.00%,7.9,FALSE,TRUE,MEDIUM
הסכם גירושין בהסכמה דוגמא,https://jus-tice.co.il/free-divorce-agreement-template/,0,451,0.00%,7.9,FALSE,FALSE,MEDIUM
שימוש לרעה בהליכי משפט,https://jus-tice.co.il/abuse-of-process/,3,450,0.67%,7.6,FALSE,FALSE,MEDIUM
מחירון עורכי דין,https://jus-tice.co.il/how-much-will-a-criminal-defense-lawyer-cost/,0,447,0.00%,13.6,TRUE,FALSE,MEDIUM
הסכם גירושין doc,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,0,443,0.00%,14.9,FALSE,FALSE,MEDIUM
גולדן ויזה,https://jus-tice.co.il/golden-visa/,0,442,0.00%,10.3,FALSE,FALSE,MEDIUM
להב 433 הגשת תלונה,https://jus-tice.co.il/lahav-433/,17,440,3.86%,7.6,FALSE,FALSE,MEDIUM
עורך דין רוטנברג,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92/,0,438,0.00%,7.4,TRUE,FALSE,MEDIUM
טלגרם כחול לבן,https://jus-tice.co.il/53431-10-21/,3,436,0.69%,13.5,FALSE,FALSE,MEDIUM
קניית נכס בקפריסין,https://jus-tice.co.il/avoiding-mistakes-when-buying-property-in-cyprus/,0,436,0.00%,13.2,FALSE,FALSE,MEDIUM
רואה חשבון מיסוי בינלאומי,https://jus-tice.co.il/top-global-tax-cpa-firms/,1,435,0.23%,18.6,FALSE,FALSE,MEDIUM
בקשה לתעודת יושר,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,2,434,0.46%,6.0,FALSE,FALSE,MEDIUM
סירוב לבדיקת נהיגה בשכרות,https://jus-tice.co.il/dui-refusal-blood-breath-urine-test/,0,434,0.00%,17.2,FALSE,FALSE,MEDIUM
משטרה טלפון,https://jus-tice.co.il/%D7%AA%D7%97%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%98%D7%A8%D7%94-%D7%9B%D7%AA%D7%95%D7%91%D7%AA-%D7%98%D7%9C%D7%A4%D7%95%D7%9F-%D7%A8%D7%A9%D7%99%D7%9E%D7%94-%D7%90%D7%A8%D7%A6%D7%99%D7%AA-%D7%9E%D7%A2%D7%95%D7%93%D7%9B%D7%9F/,0,431,0.00%,15.4,FALSE,TRUE,MEDIUM
להב 433 תנאי קבלה,https://jus-tice.co.il/lahav-433/,3,430,0.70%,10.6,FALSE,FALSE,MEDIUM
עורך דין הונאות,https://jus-tice.co.il/list-of-types-of-fraud/,1,430,0.23%,18.0,TRUE,FALSE,MEDIUM
השבת רכוש מרומניה,https://jus-tice.co.il/wp-content/uploads/2023/05/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%94%D7%A9%D7%91%D7%AA-%D7%A8%D7%9B%D7%95%D7%A9-%D7%99%D7%94%D7%95%D7%93%D7%99-%D7%A8%D7%95%D7%9E%D7%A0%D7%99%D7%94.pdf,1,428,0.23%,13.3,FALSE,FALSE,MEDIUM
התנגדות למינוי מנהל עזבון,https://jus-tice.co.il/%D7%9E%D7%99%D7%A0%D7%95%D7%99-%D7%9E%D7%A0%D7%94%D7%9C-%D7%A2%D7%99%D7%96%D7%91%D7%95%D7%9F-%D7%9B%D7%9E%D7%A4%D7%95%D7%A8%D7%98-%D7%91%D7%A6%D7%95%D7%95%D7%90%D7%94-%D7%95%D7%94%D7%AA%D7%A0%D7%92%D7%93%D7%95%D7%AA-%D7%9C%D7%91%D7%A7%D7%A9%D7%94/,1,427,0.23%,12.6,FALSE,FALSE,MEDIUM
ערעור על גובה המזונות,https://jus-tice.co.il/decision60567-12-21/,0,427,0.00%,12.0,FALSE,FALSE,MEDIUM
מרב ד טלפון,https://jus-tice.co.il/medical-fitness-tests-for-driving-marvad-info/,0,425,0.00%,16.7,FALSE,FALSE,MEDIUM
בקשת תעודת יושר,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,0,424,0.00%,10.4,FALSE,FALSE,MEDIUM
הסכם גירושין ללא עורך דין,https://jus-tice.co.il/free-divorce-agreement-template/,0,424,0.00%,19.5,TRUE,FALSE,MEDIUM
משטרת ישראל טלפון,https://jus-tice.co.il/%D7%AA%D7%97%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%98%D7%A8%D7%94-%D7%9B%D7%AA%D7%95%D7%91%D7%AA-%D7%98%D7%9C%D7%A4%D7%95%D7%9F-%D7%A8%D7%A9%D7%99%D7%9E%D7%94-%D7%90%D7%A8%D7%A6%D7%99%D7%AA-%D7%9E%D7%A2%D7%95%D7%93%D7%9B%D7%9F/,0,422,0.00%,18.3,FALSE,FALSE,MEDIUM
"נדל""ן בניו יורק",https://jus-tice.co.il/%D7%94%D7%A9%D7%A7%D7%A2%D7%95%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%A0%D7%99%D7%95-%D7%99%D7%95%D7%A8%D7%A7-%D7%9E%D7%91%D7%98-%D7%9E%D7%95%D7%A8%D7%97%D7%91-%D7%9C%D7%9E%D7%A9%D7%A7%D7%99%D7%A2%D7%99%D7%9D-%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D/,0,420,0.00%,17.5,FALSE,FALSE,MEDIUM
property registration in israel,https://jus-tice.co.il/real-estate-registration-procedure-israel/,0,419,0.00%,16.2,FALSE,FALSE,MEDIUM
עוד פלילי מומלץ,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9E%D7%99%D7%9D-%D7%91%D7%99%D7%95%D7%AA%D7%A8-%D7%9C%D7%94%D7%92%D7%A0%D7%94-%D7%A4%D7%9C%D7%99%D7%9C/,0,419,0.00%,18.9,FALSE,TRUE,MEDIUM
רכישת דירה בקפריסין,https://jus-tice.co.il/avoiding-mistakes-when-buying-property-in-cyprus/,0,419,0.00%,14.9,FALSE,FALSE,MEDIUM
משטרה תעודת יושר,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,1,416,0.24%,15.8,FALSE,TRUE,MEDIUM
פסקי דין בית משפט לענייני משפחה,https://jus-tice.co.il/%D7%A7%D7%98%D7%92%D7%95%D7%A8%D7%99%D7%95%D7%AA-%D7%9E%D7%90%D7%9E%D7%A8%D7%99%D7%9D/%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%A9%D7%A4%D7%97%D7%94/%D7%A4%D7%A1%D7%A7%D7%99-%D7%93%D7%99%D7%9F-%D7%97%D7%A9%D7%95%D7%91%D7%99%D7%9D/,0,410,0.00%,17.4,FALSE,FALSE,MEDIUM
מציאת עורך דין,https://jus-tice.co.il/,3,408,0.74%,8.2,TRUE,FALSE,MEDIUM
לקנות דירה בקפריסין,https://jus-tice.co.il/avoiding-mistakes-when-buying-property-in-cyprus/,0,408,0.00%,16.7,FALSE,FALSE,MEDIUM
מחיקת רישום פלילי כמה עולה,https://jus-tice.co.il/police-records-data-deletion/,0,408,0.00%,19.3,FALSE,TRUE,MEDIUM
תביעה על מכירת רכב לא תקין,https://jus-tice.co.il/%D7%A8%D7%AA%D7%A7-38215-11-21-%D7%A9%D7%95%D7%A1%D7%98%D7%A8%D7%9E%D7%9F-%D7%A0-%D7%90%D7%9C%D7%91%D7%A8-%D7%A6%D7%99%D7%99-%D7%A8%D7%9B%D7%91/,14,407,3.44%,8.6,FALSE,FALSE,MEDIUM
"ארה""ב",https://jus-tice.co.il/about-usa/,0,407,0.00%,12.5,FALSE,FALSE,MEDIUM
