query,page,clicks,impressions,ctr,position,is_branded,is_money_keyword,is_criminal_law,is_family_law
חגית מטלין,https://jus-tice.co.il/%D7%AA%D7%9E%D7%A9-14076-10-16-%D7%A4%D7%9C%D7%95%D7%A0%D7%99%D7%AA-%D7%A0-%D7%A4%D7%9C%D7%95%D7%A0%D7%99/,5,264,1.89%,5.1,FALSE,FALSE,FALSE,FALSE
יובל כרמי,https://jus-tice.co.il/%D7%AA%D7%A47140-09-21%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%9B%D7%A8%D7%9E%D7%99/,5,535,0.93%,11.1,FALSE,FALSE,FALSE,FALSE
יובל כרמי פסק דין,https://jus-tice.co.il/%D7%AA%D7%A47140-09-21%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%9B%D7%A8%D7%9E%D7%99/,5,7,71.43%,1.6,FALSE,FALSE,FALSE,FALSE
סיגלית אופק,https://jus-tice.co.il/%D7%AA%D7%95%D7%91%D7%A2%D7%A0%D7%95%D7%AA-%D7%A2%D7%96%D7%91%D7%95%D7%9F-%D7%A9%D7%9E%D7%A0%D7%94%D7%9C%D7%99%D7%9D-%D7%A9%D7%A0%D7%99-%D7%90%D7%97%D7%99%D7%9D-%D7%91%D7%A9%D7%9C-%D7%A9%D7%AA%D7%99-%D7%A6%D7%95%D7%95%D7%90%D7%95%D7%AA-%D7%A9%D7%94%D7%95%D7%AA%D7%99%D7%A8%D7%94-%D7%90%D7%9E%D7%9D-%D7%AA%D7%A2-62835-08-19/,5,213,2.35%,5.4,FALSE,FALSE,FALSE,FALSE
עוולת הרשלנות,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9E%D7%94%D7%99-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A2%D7%95%D7%95%D7%9C%D7%AA-%D7%94%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA/,5,515,0.97%,4.9,FALSE,FALSE,FALSE,FALSE
עורך דין,https://jus-tice.co.il/,5,2089,0.24%,59.2,FALSE,TRUE,FALSE,FALSE
עורך דין אוקראינה,https://jus-tice.co.il/ukraine-lawyers/,5,162,3.09%,1.1,FALSE,TRUE,FALSE,FALSE
עורך דין בפורטוגל,https://jus-tice.co.il/portugal-lawyers/,5,160,3.13%,1.7,FALSE,TRUE,FALSE,FALSE
עורך דין דיני עבודה ייעוץ חינם,https://jus-tice.co.il/,5,1774,0.28%,19.3,FALSE,TRUE,FALSE,FALSE
פיצ'חדזה איסק,https://jus-tice.co.il/articles/%D7%94%D7%A9%D7%95%D7%A4%D7%98%D7%AA-%D7%97%D7%99%D7%94-%D7%96%D7%A0%D7%93%D7%91%D7%A8%D7%92-%D7%A4%D7%A1%D7%93-%D7%91%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%9C%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D/,5,67,7.46%,5.0,FALSE,FALSE,FALSE,FALSE
קניית בית בתאילנד,https://jus-tice.co.il/thailand-real-estate/,5,162,3.09%,5.2,FALSE,FALSE,FALSE,FALSE
רן ארנון,https://jus-tice.co.il/decision48940-07-20/,5,348,1.44%,6.6,FALSE,FALSE,FALSE,FALSE
שושנה ברגר,https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%91%D7%A9%D7%AA%D7%99-%D7%AA%D7%95%D7%91%D7%A2%D7%A0%D7%95%D7%AA-%D7%91%D7%A0%D7%95%D7%A9%D7%90-%D7%92%D7%91%D7%99%D7%99%D7%AA-%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%95%D7%91%D7%99%D7%98%D7%95%D7%9C-%D7%94%D7%A1%D7%9B%D7%9D-%D7%97%D7%9C%D7%95%D7%A7%D7%AA-%D7%A2%D7%99%D7%96%D7%91%D7%95%D7%9F/,5,89,5.62%,7.8,FALSE,FALSE,FALSE,FALSE
תעודת יושר מהמשטרה אונליין,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,5,512,0.98%,12.8,FALSE,FALSE,TRUE,FALSE
תצהיר עורך דין המעיד על מקום המגורים,https://jus-tice.co.il/free-affidavit-sample/,5,38,13.16%,7.0,FALSE,TRUE,FALSE,FALSE
אינדקס עורכי דין,https://jus-tice.co.il/,4,193,2.07%,15.0,FALSE,TRUE,FALSE,FALSE
איתור עורך דין,https://jus-tice.co.il/,4,1195,0.33%,7.4,FALSE,TRUE,FALSE,FALSE
בקשה להפקדת ערובה דוגמא,https://jus-tice.co.il/psakdin/%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%94%D7%9E%D7%95%D7%92%D7%A9%D7%AA-%D7%A2%D7%9C-%D7%99%D7%93%D7%99-%D7%97%D7%91%D7%A8%D7%94-%D7%91%D7%A2%D7%9E-%D7%A2%D7%9C-%D7%97%D7%99%D7%95%D7%91-%D7%91%D7%A2/,4,54,7.41%,7.3,FALSE,FALSE,FALSE,FALSE
הסכם גירושין ללא ילדים וללא רכוש להורדה,https://jus-tice.co.il/free-divorce-agreement-template/,4,202,1.98%,10.6,FALSE,FALSE,FALSE,TRUE
השופט רמי בז'ה,https://jus-tice.co.il/divorce-resource-balancing-case21019-01-21/,4,30,13.33%,5.1,FALSE,FALSE,FALSE,FALSE
השמת עורכי דין בכירים,https://jus-tice.co.il/%D7%99%D7%99%D7%A2%D7%95%D7%A5-%D7%9E%D7%A9%D7%A4%D7%98%D7%99-%D7%90%D7%90%D7%95%D7%98%D7%A1%D7%95%D7%A8%D7%A1%D7%99%D7%A0%D7%92-%D7%91%D7%99%D7%A0%D7%9C%D7%90%D7%95%D7%9E%D7%99-jus-tice-%D7%9E%D7%A9%D7%A8%D7%95%D7%AA-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/,4,109,3.67%,9.6,FALSE,TRUE,FALSE,FALSE
זוגיות פרק ב ללא מגורים משותפים,https://jus-tice.co.il/living-apart-together-legal-rights/,4,145,2.76%,6.5,FALSE,FALSE,FALSE,FALSE
"חוק העונשין תשל""ז-1977",https://jus-tice.co.il/%D7%97%D7%95%D7%A7-%D7%94%D7%A2%D7%95%D7%A0%D7%A9%D7%99%D7%9F/,4,1584,0.25%,9.1,FALSE,FALSE,FALSE,FALSE
יורופול,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%99%D7%95%D7%A8%D7%95%D7%A4%D7%95%D7%9C/,4,799,0.50%,6.6,FALSE,FALSE,FALSE,FALSE
כלכלת פורטוגל,https://jus-tice.co.il/portugal-economy/,4,63,6.35%,4.7,FALSE,FALSE,FALSE,FALSE
לימודי משפטים בארצות הברית,https://jus-tice.co.il/americas-best-law-schools/,4,143,2.80%,2.6,FALSE,FALSE,FALSE,FALSE
מאיה רוטנברג,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92/,4,651,0.61%,8.0,FALSE,FALSE,FALSE,FALSE
"מה זה מרב""ד",https://jus-tice.co.il/medical-fitness-tests-for-driving-marvad-info/,4,159,2.52%,5.2,FALSE,FALSE,FALSE,FALSE
"מרב""ד",https://jus-tice.co.il/medical-fitness-tests-for-driving-marvad-info/,4,1934,0.21%,9.8,FALSE,FALSE,FALSE,FALSE
משטרת מודיעין עילית טלפון,https://jus-tice.co.il/%D7%AA%D7%97%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%98%D7%A8%D7%94-%D7%9B%D7%AA%D7%95%D7%91%D7%AA-%D7%98%D7%9C%D7%A4%D7%95%D7%9F-%D7%A8%D7%A9%D7%99%D7%9E%D7%94-%D7%90%D7%A8%D7%A6%D7%99%D7%AA-%D7%9E%D7%A2%D7%95%D7%93%D7%9B%D7%9F/,4,119,3.36%,6.5,FALSE,FALSE,FALSE,FALSE
משמורת בלעדית לאם,https://jus-tice.co.il/%D7%9E%D7%A9%D7%9E%D7%95%D7%A8%D7%AA-%D7%91%D7%9C%D7%A2%D7%93%D7%99%D7%AA-%D7%9C%D7%90%D7%9D-%D7%95%D7%A9%D7%99%D7%AA%D7%95%D7%A4%D7%99%D7%95%D7%AA-%D7%99%D7%97%D7%A1%D7%99%D7%AA-%D7%91%D7%9E%D7%A1%D7%92%D7%A8%D7%AA-%D7%90%D7%99%D7%96%D7%95%D7%9F-%D7%9E%D7%A9%D7%90%D7%91%D7%99%D7%9D-%D7%AA%D7%9C%D7%94%D7%9E-37049-07-18/,4,677,0.59%,7.3,FALSE,FALSE,FALSE,TRUE
משרד המשפטים בעלי תפקידים,https://jus-tice.co.il/department-of-justice/,4,171,2.34%,6.8,FALSE,FALSE,FALSE,FALSE
סוגי עורכי דין,https://jus-tice.co.il/types-of-lawyers-small-business/,4,601,0.67%,7.0,FALSE,TRUE,FALSE,FALSE
סוגי רופאים מומחים,https://jus-tice.co.il/%D7%A1%D7%95%D7%92%D7%99%D7%9D-%D7%A9%D7%95%D7%A0%D7%99%D7%9D-%D7%A9%D7%9C-%D7%A8%D7%95%D7%A4%D7%90%D7%99%D7%9D/,4,69,5.80%,4.0,FALSE,FALSE,FALSE,FALSE
סעיף כוח עליון בחוזה שכירות,https://jus-tice.co.il/force-majeure/,4,25,16.00%,1.5,FALSE,FALSE,FALSE,FALSE
עורך דין בקפריסין,https://jus-tice.co.il/cyprus-lawyer/,4,497,0.80%,6.4,FALSE,TRUE,FALSE,FALSE
עורך דין פלילי מפורסם,https://jus-tice.co.il/famous-criminal-defense-lawyer/,4,981,0.41%,11.2,FALSE,TRUE,TRUE,FALSE
עורך דין ששי גז מחיר,https://jus-tice.co.il/how-much-will-a-criminal-defense-lawyer-cost/,4,72,5.56%,5.6,FALSE,TRUE,FALSE,FALSE
עורך דין תאילנד,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%AA%D7%90%D7%99%D7%9C%D7%A0%D7%93/,4,240,1.67%,6.4,FALSE,TRUE,FALSE,FALSE
עורכי דין מומלצים,https://jus-tice.co.il/,4,2151,0.19%,13.7,FALSE,TRUE,FALSE,FALSE
פולי משפט,https://jus-tice.co.il/ai-lawyer-ranking/,4,183,2.19%,3.6,FALSE,FALSE,FALSE,FALSE
פירמה עורכי דין,https://jus-tice.co.il/what-is-a-law-firm/,4,221,1.81%,2.6,FALSE,TRUE,FALSE,FALSE
פסק דין אונס,https://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9C%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%90%D7%99%D7%A0%D7%95%D7%A1-%D7%95%D7%9E%D7%A2%D7%A9%D7%94-%D7%A1%D7%93%D7%95%D7%9D-%D7%91%D7%A7%D7%98%D7%99%D7%A0%D7%94/,4,22,18.18%,37.5,FALSE,FALSE,FALSE,FALSE
פסק דין רומן זדורוב,https://jus-tice.co.il/%D7%9E%D7%A9%D7%A4%D7%98-%D7%94%D7%97%D7%95%D7%96%D7%A8-%D7%A9%D7%9C-%D7%A8%D7%95%D7%9E%D7%9F-%D7%96%D7%93%D7%95%D7%A8%D7%95%D7%91-%D7%AA%D7%A4%D7%97-502-07/,4,190,2.11%,3.8,FALSE,FALSE,FALSE,FALSE
קורס ai לעורכי דין,https://jus-tice.co.il/lawyer-ai-course/,4,408,0.98%,24.6,FALSE,TRUE,FALSE,FALSE
רן ארנון שופט,https://jus-tice.co.il/decision48940-07-20/,4,76,5.26%,4.7,FALSE,FALSE,FALSE,FALSE
רשימת מומחים רפואיים מטעם בית המשפט,https://jus-tice.co.il/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA-%D7%9E%D7%95%D7%9E%D7%97%D7%99%D7%9D-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%99%D7%9D-%D7%9C%D7%91%D7%99%D7%AA-%D7%9E%D7%A9%D7%A4%D7%98-%D7%9E%D7%AA%D7%A2%D7%93%D7%9B%D7%9F/,4,11,36.36%,4.3,FALSE,FALSE,FALSE,FALSE
שופט בכיר,https://jus-tice.co.il/court-judge/,4,106,3.77%,4.8,FALSE,FALSE,FALSE,FALSE
תביעה לאיזון משאבים דוגמא,https://jus-tice.co.il/33316-07-19/,4,712,0.56%,7.3,FALSE,FALSE,FALSE,FALSE
תביעה לניכור הורי דוגמא,https://jus-tice.co.il/%D7%A1%D7%A8%D7%91%D7%A0%D7%95%D7%AA-%D7%A7%D7%A9%D7%A8-%D7%95%D7%A0%D7%99%D7%9B%D7%95%D7%A8-%D7%94%D7%95%D7%A8%D7%99-%D7%A4%D7%A1%D7%93-%D7%A9%D7%9C-%D7%94%D7%A9%D7%95%D7%A4%D7%98-%D7%90%D7%A8%D7%96-%D7%A9%D7%A0%D7%99-%D7%A2%D7%9C-%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%90%D7%91-%D7%9C%D7%97%D7%99%D7%93%D7%95%D7%A9-%D7%A7%D7%A9%D7%A8-%D7%A2%D7%9D-%D7%91%D7%A0%D7%95-%D7%94%D7%A7%D7%98%D7%99%D7%9F/,4,205,1.95%,7.2,FALSE,FALSE,FALSE,FALSE
תעודת מידע תעבורתי,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,4,187,2.14%,7.1,FALSE,FALSE,FALSE,FALSE
jus tice,https://jus-tice.co.il/,3,6,50.00%,1.0,TRUE,FALSE,FALSE,FALSE
אורית בן דור ליבל,https://jus-tice.co.il/%D7%94%D7%A9%D7%95%D7%A4%D7%98%D7%AA-%D7%90%D7%95%D7%A8%D7%99%D7%AA-%D7%91%D7%9F-%D7%93%D7%95%D7%A8-%D7%9C%D7%99%D7%91%D7%9C-%D7%94%D7%97%D7%9C%D7%98%D7%94-%D7%91%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%A1%D7%A2%D7%93-%D7%94%D7%A6%D7%94%D7%A8%D7%AA%D7%99-%D7%A2%D7%9C-%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA-%D7%91%D7%93%D7%99%D7%A8%D7%94-%D7%AA%D7%9E%D7%A9-50682-04-17/,3,75,4.00%,8.1,FALSE,FALSE,FALSE,FALSE
אחוז הבגידות בישראל,https://jus-tice.co.il/infidelity-statistics-reasons-suspicions/,3,47,6.38%,8.2,FALSE,FALSE,FALSE,FALSE
איך נהיים שופטים,https://jus-tice.co.il/%D7%94%D7%A0%D7%97%D7%99%D7%95%D7%AA-%D7%9C%D7%9E%D7%91%D7%A7%D7%A9%D7%99%D7%9D-%D7%9C%D7%94%D7%AA%D7%9E%D7%A0%D7%95%D7%AA-%D7%9C%D7%9E%D7%A9%D7%A8%D7%94-%D7%A9%D7%99%D7%A4%D7%95%D7%98%D7%99%D7%AA/,3,76,3.95%,3.8,FALSE,FALSE,FALSE,FALSE
איתן בייקר,https://jus-tice.co.il/baker-mckenzie/,3,102,2.94%,6.6,FALSE,FALSE,FALSE,FALSE
אלון אינפלד,https://jus-tice.co.il/%D7%A2%D7%9E%D7%AA20794-07-22%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%AA%D7%9E%D7%9D%D7%A2%D7%A6%D7%99%D7%A8/,3,251,1.20%,7.0,FALSE,FALSE,FALSE,FALSE
אפרת ונקרט,https://jus-tice.co.il/18744-11-18/,3,59,5.08%,12.8,FALSE,FALSE,FALSE,FALSE
אריק דופונט מורטי,https://jus-tice.co.il/famous-criminal-defense-lawyer/,3,34,8.82%,6.3,FALSE,FALSE,FALSE,FALSE
באיזה גיל ילד יכול להחליט איפה לגור,https://jus-tice.co.il/articles/%D7%96%D7%9B%D7%95%D7%AA-%D7%94%D7%95%D7%A8%D7%94-%D7%92%D7%A8%D7%95%D7%A9-%D7%9C%D7%94%D7%A2%D7%AA%D7%99%D7%A7-%D7%90%D7%AA-%D7%9E%D7%92%D7%95%D7%A8%D7%99%D7%95-%D7%95%D7%90%D7%A3-%D7%9C%D7%94%D7%92/,3,149,2.01%,11.6,FALSE,FALSE,FALSE,FALSE
בגץ הבוגדת,https://jus-tice.co.il/%D7%91%D7%92%D7%A5-%D7%94%D7%91%D7%95%D7%92%D7%93%D7%AA/,3,98,3.06%,5.7,FALSE,FALSE,FALSE,FALSE
ביקורות על מאיה רוטנברג,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92/,3,91,3.30%,9.5,FALSE,FALSE,FALSE,FALSE
בקשה לקבלת אישור העסקה משטרת ישראל,https://jus-tice.co.il/%D7%98%D7%95%D7%A4%D7%A1-%D7%9C%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%94%D7%A2%D7%A1%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A2%D7%91%D7%A8%D7%99%D7%99%D7%A0%D7%99-%D7%9E%D7%99%D7%9F-%D7%91%D7%9E%D7%95%D7%A1%D7%93-%D7%94%D7%9E%D7%9B%D7%95%D7%95%D7%9F-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D/,3,61,4.92%,8.3,FALSE,FALSE,FALSE,FALSE
גניבה בסופר מצלמות,https://jus-tice.co.il/shoplifting/,3,38,7.89%,13.3,FALSE,FALSE,TRUE,FALSE
דוגמה לתצהיר,https://jus-tice.co.il/free-affidavit-sample/,3,74,4.05%,7.8,FALSE,FALSE,FALSE,FALSE
דרכון יווני זכאות,https://jus-tice.co.il/%D7%93%D7%A8%D7%9B%D7%95%D7%9F-%D7%99%D7%95%D7%95%D7%A0%D7%99-%D7%94%D7%92%D7%99%D7%A8%D7%94-%D7%A8%D7%99%D7%9C%D7%95%D7%A7%D7%99%D7%99%D7%A9%D7%9F-%D7%9E%D7%92%D7%95%D7%A8%D7%99%D7%9D-%D7%9E%D7%94-%D7%94%D7%93%D7%A8%D7%99%D7%A9%D7%95%D7%AA-%D7%95%D7%94%D7%A2%D7%9C%D7%95%D7%99%D7%95%D7%AA/,3,104,2.88%,7.0,FALSE,FALSE,FALSE,FALSE
הבוגדת,https://jus-tice.co.il/%D7%91%D7%92%D7%A5-%D7%94%D7%91%D7%95%D7%92%D7%93%D7%AA/,3,486,0.62%,6.8,FALSE,FALSE,FALSE,FALSE
הודעה מוקדמת להתפטרות דוגמא,https://jus-tice.co.il/notice-of-termination/,3,130,2.31%,11.7,FALSE,FALSE,FALSE,FALSE
הלבנת הון,https://jus-tice.co.il/what-is-money-laundering/,3,3064,0.10%,27.0,FALSE,FALSE,FALSE,FALSE
הסכם גירושים לדוגמא,https://jus-tice.co.il/free-divorce-agreement-template/,3,210,1.43%,8.7,FALSE,FALSE,FALSE,FALSE
הסכם גירושים להורדה,https://jus-tice.co.il/free-divorce-agreement-template/,3,141,2.13%,8.3,FALSE,FALSE,FALSE,FALSE
הסכם גירושין להורדה בחינם,https://jus-tice.co.il/free-divorce-agreement-template/,3,26,11.54%,4.7,FALSE,FALSE,FALSE,TRUE
הסכם גירושין פשוט,https://jus-tice.co.il/free-divorce-agreement-template/,3,98,3.06%,8.9,FALSE,FALSE,FALSE,TRUE
הסכמה,https://jus-tice.co.il/consent/,3,954,0.31%,8.9,FALSE,FALSE,FALSE,FALSE
הצהרת אבהות,https://jus-tice.co.il/%D7%94%D7%A6%D7%94%D7%A8%D7%AA-%D7%90%D7%91%D7%94%D7%95%D7%AA-%D7%91%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%A8%D7%91%D7%A0%D7%99/,3,390,0.77%,14.1,FALSE,FALSE,FALSE,FALSE
הצעת חוק דיני ממונות,https://jus-tice.co.il/articles/%D7%94%D7%A6%D7%A2%D7%AA-%D7%97%D7%95%D7%A7-%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%9E%D7%95%D7%A0%D7%95%D7%AA-%D7%94%D7%AA%D7%A9%D7%A2%D7%90-2011-%D7%A2%D7%9D-%D7%94%D7%A1%D7%91%D7%A8%D7%99%D7%9D/,3,220,1.36%,7.3,FALSE,FALSE,FALSE,FALSE
השופט אביים ברקאי,https://jus-tice.co.il/%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%A9%D7%9B%D7%A8-%D7%98%D7%A8%D7%97%D7%94-%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9B%D7%A0%D7%92%D7%93-%D7%9C%D7%A7%D7%95%D7%97%D7%94/,3,58,5.17%,4.2,FALSE,FALSE,FALSE,FALSE
השופט אלעד פרסקי,https://jus-tice.co.il/55188-07-20/,3,242,1.24%,7.3,FALSE,FALSE,FALSE,FALSE
השופט עדי הדר,https://jus-tice.co.il/%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%90%D7%99%D7%A9%D7%95%D7%A8-%D7%AA%D7%95%D7%91%D7%A2%D7%A0%D7%94-%D7%91%D7%92%D7%99%D7%9F-%D7%A9%D7%9C%D7%99%D7%97%D7%AA-%D7%93%D7%95%D7%90%D7%A8-%D7%96%D7%91%D7%9C-%D7%9B%D7%99%D7%99%D7%A6%D7%95%D7%92%D7%99%D7%AA/,3,156,1.92%,6.4,FALSE,FALSE,FALSE,FALSE
השופטת רונית גורביץ,https://jus-tice.co.il/decision67437-12-18/,3,37,8.11%,7.0,FALSE,FALSE,FALSE,FALSE
השקעות משפטיות,https://jus-tice.co.il/legal_financing/,3,22,13.64%,31.7,FALSE,FALSE,FALSE,FALSE
חזרה מכתב אישום,https://jus-tice.co.il/articles/%D7%9E%D7%97%D7%99%D7%A7%D7%AA-%D7%9B%D7%AA%D7%91-%D7%90%D7%99%D7%A9%D7%95%D7%9D-%D7%97%D7%96%D7%A8%D7%94-%D7%9E%D7%9B%D7%AA%D7%91-%D7%90%D7%99%D7%A9%D7%95%D7%9D-%D7%91%D7%99%D7%98%D7%95%D7%9C/,3,3172,0.09%,8.8,FALSE,TRUE,TRUE,FALSE
טופס אישור משטרה העדר עבירות מיניות,https://jus-tice.co.il/%D7%98%D7%95%D7%A4%D7%A1-%D7%9C%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%94%D7%A2%D7%A1%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A2%D7%91%D7%A8%D7%99%D7%99%D7%A0%D7%99-%D7%9E%D7%99%D7%9F-%D7%91%D7%9E%D7%95%D7%A1%D7%93-%D7%94%D7%9E%D7%9B%D7%95%D7%95%D7%9F-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D/,3,203,1.48%,8.4,FALSE,FALSE,TRUE,FALSE
טופס העדר עבירות מיניות משטרה להורדה,https://jus-tice.co.il/%D7%98%D7%95%D7%A4%D7%A1-%D7%9C%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%94%D7%A2%D7%A1%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A2%D7%91%D7%A8%D7%99%D7%99%D7%A0%D7%99-%D7%9E%D7%99%D7%9F-%D7%91%D7%9E%D7%95%D7%A1%D7%93-%D7%94%D7%9E%D7%9B%D7%95%D7%95%D7%9F-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D/,3,81,3.70%,8.8,FALSE,FALSE,TRUE,FALSE
טופס רישום פלילי,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,3,256,1.17%,10.4,FALSE,FALSE,TRUE,FALSE
טופס תצהיר לבית המשפט,https://jus-tice.co.il/submitting-affidavit-israel-court/,3,184,1.63%,9.6,FALSE,FALSE,FALSE,FALSE
טלגרם כחול לבן,https://jus-tice.co.il/53431-10-21/,3,436,0.69%,13.5,FALSE,FALSE,FALSE,FALSE
יחזקאל אליהו,https://jus-tice.co.il/articles/%D7%94%D7%A9%D7%95%D7%A4%D7%98-%D7%99%D7%97%D7%96%D7%A7%D7%90%D7%9C-%D7%90%D7%9C%D7%99%D7%94%D7%95-%D7%94%D7%97%D7%9C%D7%98%D7%94-%D7%91%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%A6%D7%A8%D7%A3-%D7%AA%D7%95/,3,125,2.40%,14.3,FALSE,FALSE,FALSE,FALSE
ימ ר מרכז טלפון,https://jus-tice.co.il/%D7%AA%D7%97%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%98%D7%A8%D7%94-%D7%9B%D7%AA%D7%95%D7%91%D7%AA-%D7%98%D7%9C%D7%A4%D7%95%D7%9F-%D7%A8%D7%A9%D7%99%D7%9E%D7%94-%D7%90%D7%A8%D7%A6%D7%99%D7%AA-%D7%9E%D7%A2%D7%95%D7%93%D7%9B%D7%9F/,3,92,3.26%,4.7,FALSE,FALSE,FALSE,FALSE
יפעת שקדי שץ,https://jus-tice.co.il/%D7%A9%D7%95%D7%A4%D7%98%D7%AA-%D7%99%D7%A4%D7%A2%D7%AA-%D7%A9%D7%A7%D7%93%D7%99-%D7%A9%D7%A5-%D7%A4%D7%A1%D7%93-%D7%91%D7%97%D7%9C%D7%95%D7%A7%D7%AA-%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA-%D7%95%D7%A1%D7%99%D7%9C%D7%95%D7%A7-%D7%99%D7%93-%D7%91%D7%9E%D7%A9%D7%A7-%D7%A9%D7%9C-%D7%99%D7%93%D7%95%D7%A2%D7%99%D7%9D-%D7%91%D7%A6%D7%99%D7%91%D7%95%D7%A8-%D7%AA%D7%9C%D7%94%D7%9E-41769-11-19/,3,125,2.40%,7.0,FALSE,FALSE,FALSE,FALSE
ישראליות כחול לבן טלגרם,https://jus-tice.co.il/53431-10-21/,3,176,1.70%,17.2,FALSE,FALSE,FALSE,FALSE
כוח עליון הגדרה,https://jus-tice.co.il/force-majeure/,3,105,2.86%,4.4,FALSE,FALSE,FALSE,FALSE
כלב רוצח,https://jus-tice.co.il/psakdin/%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%94%D7%97%D7%96%D7%A7%D7%AA-%D7%9B%D7%9C%D7%91-%D7%9E%D7%A1%D7%95%D7%9B%D7%9F-%D7%A9%D7%AA%D7%A7%D7%A3-%D7%9C%D7%9C%D7%90-%D7%A8%D7%A9%D7%99%D7%95%D7%9F-%D7%94%D7%A8/,3,101,2.97%,1.0,FALSE,FALSE,FALSE,FALSE
